id,pubdate,byline,gender_by_pronoun,gender_by_byline,wc,pc
154066,Thu, 29 Jul 2010 15:04:49 +0000,Janine Mendes-Franco,Male,Female,20,1
154088,Thu, 29 Jul 2010 15:29:13 +0000,Janine Mendes-Franco,Male,Female,42,1
154127,Thu, 29 Jul 2010 18:53:22 +0000,Silvia Viñas,Unknown,Female,39,1
154135,Wed, 30 Nov -0001 00:00:00 +0000,Melissa De León,Neutral,Female,1523,31
154169,Fri, 30 Jul 2010 08:22:54 +0000,Raphael Tsavkko Garcia,Unknown,Male,55,1
154175,Fri, 30 Jul 2010 15:39:50 +0000,Felipe Cordero,Neutral,Male,1370,65
154293,Mon, 02 Aug 2010 14:59:05 +0000,Diego Casaes,Unknown,Male,492,19
15434,Fri, 22 Sep 2006 01:50:55 +0000,Rosario Lizana,Unknown,Female,199,13
154343,Fri, 30 Jul 2010 15:51:39 +0000,Silvia Viñas,Male,Female,55,1
154384,Fri, 30 Jul 2010 16:50:42 +0000,Janine Mendes-Franco,Unknown,Female,36,1
15446,Fri, 22 Sep 2006 18:04:31 +0000,David Sasaki,Unknown,Male,24,1
15447,Fri, 22 Sep 2006 18:05:09 +0000,David Sasaki,Unknown,Male,29,1
15448,Fri, 22 Sep 2006 18:05:25 +0000,David Sasaki,Male,Male,25,1
154484,Sat, 31 Jul 2010 07:11:51 +0000,Rodrigo Penalba,Unknown,Male,614,15
154486,Sat, 31 Jul 2010 04:21:08 +0000,Diego Casaes,Unknown,Male,44,1
15449,Fri, 22 Sep 2006 18:05:44 +0000,David Sasaki,Male,Male,17,1
15450,Fri, 22 Sep 2006 18:06:35 +0000,David Sasaki,Unknown,Male,66,1
15451,Fri, 22 Sep 2006 18:09:45 +0000,David Sasaki,Unknown,Male,22,1
154709,Mon, 02 Aug 2010 06:53:49 +0000,Eduardo Avila,Male,Male,44,1
154712,Mon, 02 Aug 2010 07:52:08 +0000,Eduardo Avila,Unknown,Male,35,1
154725,Mon, 02 Aug 2010 08:45:44 +0000,Eduardo Avila,Male,Male,67,1
15473,Sat, 23 Sep 2006 02:26:13 +0000,Melissa De León,Neutral,Female,970,15
15475,Sat, 23 Sep 2006 04:00:38 +0000,Jose Murilo,Neutral,Male,3417,46
154799,Mon, 02 Aug 2010 17:01:29 +0000,Janine Mendes-Franco,Unknown,Female,29,1
154831,Mon, 02 Aug 2010 18:00:41 +0000,Janine Mendes-Franco,Unknown,Female,24,1
154931,Tue, 03 Aug 2010 08:39:59 +0000,Eduardo Avila,Unknown,Male,48,1
154936,Tue, 03 Aug 2010 08:44:48 +0000,Eduardo Avila,Unknown,Male,63,1
154970,Tue, 03 Aug 2010 13:21:03 +0000,Eduardo Avila,Unknown,Male,54,1
154972,Tue, 03 Aug 2010 13:25:32 +0000,Eduardo Avila,Male,Male,84,1
154974,Thu, 05 Aug 2010 00:24:24 +0000,Firuzeh Shokooh Valle,Neutral,Female,1385,35
154985,Tue, 03 Aug 2010 15:16:25 +0000,Janine Mendes-Franco,Male,Female,63,1
155003,Tue, 03 Aug 2010 15:21:29 +0000,Janine Mendes-Franco,Unknown,Female,23,1
155039,Tue, 03 Aug 2010 22:14:33 +0000,Silvia Viñas,Neutral,Female,1450,67
15506,Mon, 25 Sep 2006 05:49:43 +0000,Georgia Popplewell,Unknown,Female,50,1
1551,Fri, 26 Aug 2005 18:37:51 +0000,David Sasaki,Unknown,Male,21,1
155108,Wed, 30 Nov -0001 00:00:00 +0000,Raphael Tsavkko Garcia,Neutral,Male,59,1
155139,Wed, 04 Aug 2010 13:51:02 +0000,Eduardo Avila,Unknown,Male,37,1
155141,Wed, 04 Aug 2010 13:59:06 +0000,Janine Mendes-Franco,Neutral,Female,83,1
155151,Wed, 04 Aug 2010 14:35:40 +0000,Janine Mendes-Franco,Unknown,Female,42,1
1552,Fri, 26 Aug 2005 19:07:06 +0000,David Sasaki,Unknown,Male,15,1
155297,Thu, 05 Aug 2010 14:58:58 +0000,Janine Mendes-Franco,Unknown,Female,15,1
1553,Fri, 26 Aug 2005 19:17:02 +0000,David Sasaki,Unknown,Male,22,1
155380,Thu, 05 Aug 2010 20:30:45 +0000,Paula Góes,Unknown,Female,57,1
1554,Fri, 26 Aug 2005 19:27:31 +0000,David Sasaki,Unknown,Male,27,1
15541,Mon, 25 Sep 2006 22:46:37 +0000,Jose Murilo,Unknown,Male,79,1
155410,Wed, 30 Nov -0001 00:00:00 +0000,Raphael Tsavkko Garcia,Male,Male,98,1
155413,Mon, 16 Aug 2010 18:20:50 +0000,Raphael Tsavkko Garcia,Unknown,Male,57,1
15544,Tue, 26 Sep 2006 01:43:13 +0000,David Sasaki,Unknown,Male,21,1
15545,Tue, 26 Sep 2006 01:43:49 +0000,David Sasaki,Male,Male,46,1
155466,Fri, 06 Aug 2010 23:26:25 +0000,Gabriela García Calderón,Male,Female,871,22
15552,Tue, 26 Sep 2006 02:36:50 +0000,David Sasaki,Male,Male,27,1
155550,Fri, 06 Aug 2010 17:40:50 +0000,Juliana Rincón Parra,Unknown,Female,45,1
155553,Fri, 06 Aug 2010 17:47:47 +0000,Eduardo Avila,Neutral,Male,34,1
155563,Fri, 06 Aug 2010 19:51:37 +0000,Eduardo Avila,Unknown,Male,39,1
155566,Fri, 06 Aug 2010 19:59:49 +0000,Eduardo Avila,Unknown,Male,39,1
155572,Fri, 06 Aug 2010 20:08:49 +0000,Eduardo Avila,Unknown,Male,28,1
155586,Tue, 17 Aug 2010 13:01:28 +0000,Manuela Tenreiro,Neutral,Female,1171,36
155588,Fri, 06 Aug 2010 23:13:19 +0000,Eduardo Avila,Male,Male,52,1
155666,Sat, 07 Aug 2010 15:59:18 +0000,Eduardo Avila,Male,Male,82,1
15581,Tue, 26 Sep 2006 20:04:04 +0000,David Sasaki,Unknown,Male,23,1
15582,Tue, 26 Sep 2006 20:12:26 +0000,David Sasaki,Unknown,Male,77,1
155821,Sun, 08 Aug 2010 15:54:19 +0000,Eduardo Avila,Female,Male,47,1
155824,Sun, 08 Aug 2010 16:08:59 +0000,Eduardo Avila,Unknown,Male,44,1
155828,Sun, 08 Aug 2010 16:54:04 +0000,Eduardo Avila,Neutral,Male,54,1
15583,Tue, 26 Sep 2006 20:21:59 +0000,David Sasaki,Male,Male,45,1
15585,Tue, 26 Sep 2006 20:38:42 +0000,David Sasaki,Unknown,Male,49,1
155859,Sun, 08 Aug 2010 21:27:58 +0000,Juan Arellano,Neutral,Male,670,37
15587,Tue, 26 Sep 2006 20:43:33 +0000,David Sasaki,Neutral,Male,114,1
155879,Wed, 30 Nov -0001 00:00:00 +0000,Laura Vidal,Neutral,Female,816,29
155986,Mon, 09 Aug 2010 15:35:54 +0000,Janine Mendes-Franco,Male,Female,50,1
156041,Mon, 09 Aug 2010 20:36:04 +0000,Eduardo Avila,Unknown,Male,19,1
156059,Tue, 10 Aug 2010 00:12:23 +0000,Laura Vidal,Neutral,Female,816,29
156174,Tue, 10 Aug 2010 21:36:09 +0000,Juliana Rincón Parra,Neutral,Female,1139,21
156202,Tue, 10 Aug 2010 21:59:15 +0000,Janine Mendes-Franco,Neutral,Female,71,1
15626,Wed, 27 Sep 2006 16:03:18 +0000,David Sasaki,Unknown,Male,97,6
156263,Wed, 18 Aug 2010 21:36:31 +0000,Juhie Bhatia,Neutral,Female,1469,35
156269,Wed, 11 Aug 2010 14:22:27 +0000,Eduardo Avila,Unknown,Male,22,1
156271,Wed, 11 Aug 2010 14:24:27 +0000,Eduardo Avila,Unknown,Male,23,1
156276,Wed, 11 Aug 2010 14:50:57 +0000,Eduardo Avila,Male,Male,27,1
15628,Wed, 27 Sep 2006 17:42:44 +0000,Juan Arellano,Neutral,Male,1356,35
156304,Wed, 11 Aug 2010 15:51:43 +0000,Janine Mendes-Franco,Unknown,Female,44,1
15635,Wed, 27 Sep 2006 20:01:09 +0000,David Sasaki,Unknown,Male,40,1
15637,Wed, 27 Sep 2006 20:05:06 +0000,David Sasaki,Female,Male,43,1
15641,Wed, 27 Sep 2006 20:17:16 +0000,David Sasaki,Unknown,Male,26,1
15642,Wed, 27 Sep 2006 20:24:37 +0000,David Sasaki,Unknown,Male,30,1
15643,Wed, 27 Sep 2006 20:30:26 +0000,David Sasaki,Male,Male,31,1
15644,Wed, 27 Sep 2006 20:34:51 +0000,David Sasaki,Unknown,Male,17,1
15645,Wed, 27 Sep 2006 21:29:12 +0000,Georgia Popplewell,Unknown,Female,28,1
15646,Wed, 27 Sep 2006 21:42:14 +0000,Georgia Popplewell,Unknown,Female,26,1
156693,Fri, 13 Aug 2010 22:06:38 +0000,Juliana Rincón Parra,Neutral,Female,239,15
156696,Fri, 13 Aug 2010 22:13:45 +0000,Lully Posada,Neutral,Female,1290,41
156705,Fri, 13 Aug 2010 21:53:08 +0000,Janine Mendes-Franco,Female,Female,30,1
156710,Fri, 13 Aug 2010 21:59:11 +0000,Janine Mendes-Franco,Male,Female,26,1
15672,Thu, 28 Sep 2006 16:34:12 +0000,Eduardo Avila,Neutral,Male,675,21
156744,Wed, 30 Nov -0001 00:00:00 +0000,Clotilde Castillo,Unknown,Female,0,0
156745,Tue, 17 Aug 2010 02:09:42 +0000,Clotilde Castillo,Neutral,Female,1500,86
156747,Sat, 14 Aug 2010 18:30:10 +0000,Juan Arellano,Neutral,Male,1213,22
156769,Tue, 17 Aug 2010 13:14:52 +0000,Raphael Tsavkko Garcia,Male,Male,56,1
156777,Sat, 14 Aug 2010 20:27:53 +0000,Milton Ramirez,Neutral,Male,1094,36
156809,Sat, 14 Aug 2010 16:57:38 +0000,Elisa Thiago,Neutral,Female,1623,43
15688,Thu, 28 Sep 2006 17:34:13 +0000,David Sasaki,Male,Male,57,1
15689,Thu, 28 Sep 2006 17:34:33 +0000,David Sasaki,Unknown,Male,97,1
156958,Wed, 18 Aug 2010 18:44:06 +0000,Raphael Tsavkko Garcia,Unknown,Male,63,1
15712,Fri, 29 Sep 2006 01:02:43 +0000,David Sasaki,Unknown,Male,23,1
15713,Fri, 29 Sep 2006 01:08:13 +0000,David Sasaki,Unknown,Male,20,1
15714,Fri, 29 Sep 2006 01:29:41 +0000,David Sasaki,Unknown,Male,13,1
157172,Mon, 16 Aug 2010 22:06:50 +0000,Janine Mendes-Franco,Male,Female,55,1
15718,Sat, 30 Sep 2006 04:10:43 +0000,Jose Murilo,Neutral,Male,4020,105
157198,Sun, 05 Sep 2010 13:54:08 +0000,Felipe Cordero,Neutral,Male,1354,38
157331,Tue, 17 Aug 2010 14:04:20 +0000,Silvia Viñas,Unknown,Female,41,1
157338,Tue, 17 Aug 2010 14:17:56 +0000,Silvia Viñas,Male,Female,48,1
15738,Fri, 29 Sep 2006 19:22:18 +0000,David Sasaki,Unknown,Male,13,1
157381,Tue, 17 Aug 2010 16:47:16 +0000,Ndesanjo Macha,Unknown,Male,50,1
15740,Fri, 29 Sep 2006 19:36:50 +0000,David Sasaki,Unknown,Male,18,1
157435,Tue, 17 Aug 2010 22:49:08 +0000,Janine Mendes-Franco,Unknown,Female,58,1
15746,Sat, 30 Sep 2006 17:52:12 +0000,Rosario Lizana,Neutral,Female,341,11
157470,Wed, 18 Aug 2010 01:28:00 +0000,Silvia Viñas,Neutral,Female,57,1
157505,Wed, 18 Aug 2010 14:03:44 +0000,Janine Mendes-Franco,Male,Female,40,1
157525,Wed, 18 Aug 2010 14:45:39 +0000,Silvia Viñas,Unknown,Female,36,1
157530,Wed, 18 Aug 2010 15:00:14 +0000,Silvia Viñas,Unknown,Female,78,1
157557,Wed, 18 Aug 2010 16:21:44 +0000,Silvia Viñas,Unknown,Female,66,1
157665,Fri, 20 Aug 2010 00:36:31 +0000,Lully Posada,Neutral,Female,1663,54
157677,Thu, 19 Aug 2010 15:19:54 +0000,Janine Mendes-Franco,Unknown,Female,66,1
157722,Thu, 19 Aug 2010 17:17:11 +0000,Silvia Viñas,Male,Female,96,1
15774,Mon, 02 Oct 2006 21:11:24 +0000,Tim Muth,Male,Male,488,12
157821,Fri, 20 Aug 2010 02:30:23 +0000,Silvia Viñas,Unknown,Female,84,1
157826,Fri, 20 Aug 2010 03:02:27 +0000,Silvia Viñas,Male,Female,50,1
157894,Wed, 25 Aug 2010 14:48:10 +0000,Rebekah Heacock,Neutral,Female,1959,51
157974,Fri, 20 Aug 2010 23:10:32 +0000,Juliana Rincón Parra,Neutral,Female,553,29
157975,Fri, 20 Aug 2010 21:21:19 +0000,Silvia Viñas,Neutral,Female,39,1
15802,Mon, 02 Oct 2006 15:39:59 +0000,Jose Murilo,Unknown,Male,44,1
158080,Sun, 22 Aug 2010 04:35:12 +0000,Silvia Viñas,Male,Female,59,1
15814,Mon, 02 Oct 2006 20:11:37 +0000,David Sasaki,Female,Male,20,1
158149,Mon, 23 Aug 2010 21:14:18 +0000,Felipe Cordero,Neutral,Male,1261,41
15815,Mon, 02 Oct 2006 20:11:52 +0000,David Sasaki,Unknown,Male,33,1
15816,Mon, 02 Oct 2006 20:31:23 +0000,David Sasaki,Male,Male,35,1
15817,Mon, 02 Oct 2006 20:37:58 +0000,David Sasaki,Unknown,Male,19,1
15818,Mon, 02 Oct 2006 21:03:30 +0000,David Sasaki,Unknown,Male,92,1
158260,Mon, 23 Aug 2010 17:27:01 +0000,Silvia Viñas,Male,Female,81,1
158281,Mon, 23 Aug 2010 17:28:24 +0000,Silvia Viñas,Female,Female,57,1
158287,Mon, 23 Aug 2010 17:27:22 +0000,Silvia Viñas,Male,Female,61,1
158290,Mon, 23 Aug 2010 16:57:08 +0000,Janine Mendes-Franco,Unknown,Female,41,1
158301,Mon, 23 Aug 2010 17:29:32 +0000,Silvia Viñas,Male,Female,19,1
158425,Tue, 24 Aug 2010 00:00:12 +0000,Silvia Viñas,Male,Female,49,1
15843,Tue, 03 Oct 2006 04:53:44 +0000,Jose Murilo,Neutral,Male,2837,45
158466,Tue, 24 Aug 2010 13:44:14 +0000,Andrea Arzaba,Neutral,Female,685,30
158522,Tue, 24 Aug 2010 14:43:27 +0000,Silvia Viñas,Unknown,Female,32,1
158534,Tue, 24 Aug 2010 15:00:12 +0000,Silvia Viñas,Unknown,Female,69,1
158538,Tue, 24 Aug 2010 17:29:26 +0000,Janine Mendes-Franco,Unknown,Female,44,1
158663,Tue, 24 Aug 2010 21:03:01 +0000,Silvia Viñas,Neutral,Female,77,1
158676,Tue, 24 Aug 2010 22:07:04 +0000,Silvia Viñas,Male,Female,112,1
158725,Wed, 25 Aug 2010 01:54:00 +0000,Silvia Viñas,Female,Female,47,1
158733,Wed, 25 Aug 2010 02:04:23 +0000,Silvia Viñas,Unknown,Female,24,1
15876,Tue, 03 Oct 2006 21:14:45 +0000,David Sasaki,Unknown,Male,64,1
15877,Tue, 03 Oct 2006 21:26:36 +0000,David Sasaki,Neutral,Male,91,1
158774,Wed, 25 Aug 2010 10:52:42 +0000,Sara Moreira,Unknown,Female,47,1
15878,Tue, 03 Oct 2006 21:39:26 +0000,David Sasaki,Unknown,Male,83,1
15879,Tue, 03 Oct 2006 21:42:17 +0000,David Sasaki,Male,Male,92,1
15880,Tue, 03 Oct 2006 21:45:02 +0000,David Sasaki,Male,Male,50,1
158805,Wed, 25 Aug 2010 14:37:07 +0000,Janine Mendes-Franco,Unknown,Female,13,1
15881,Tue, 03 Oct 2006 21:50:57 +0000,David Sasaki,Unknown,Male,30,1
158836,Wed, 25 Aug 2010 15:51:09 +0000,Silvia Viñas,Male,Female,49,1
158843,Wed, 25 Aug 2010 16:01:37 +0000,Silvia Viñas,Unknown,Female,25,1
158854,Wed, 25 Aug 2010 20:29:34 +0000,Silvia Viñas,Male,Female,44,1
158873,Wed, 25 Aug 2010 20:32:49 +0000,Silvia Viñas,Male,Female,62,1
15888,Tue, 03 Oct 2006 23:57:51 +0000,Georgia Popplewell,Unknown,Female,20,1
15891,Wed, 04 Oct 2006 01:32:09 +0000,Georgia Popplewell,Male,Female,39,1
158950,Thu, 26 Aug 2010 14:40:07 +0000,Silvia Viñas,Female,Female,64,1
158953,Thu, 26 Aug 2010 12:55:57 +0000,Silvia Viñas,Male,Female,32,1
158985,Thu, 26 Aug 2010 14:38:10 +0000,Silvia Viñas,Neutral,Female,48,1
159068,Thu, 26 Aug 2010 20:00:05 +0000,Silvia Viñas,Male,Female,40,1
159112,Tue, 13 Jul 2010 23:21:37 +0000,The Economist,Neutral,Unknown,590,11
159118,Fri, 27 Aug 2010 05:22:46 +0000,Felipe Cordero,Neutral,Male,1493,51
159140,Fri, 27 Aug 2010 04:09:30 +0000,Sara Moreira,Unknown,Female,44,1
15916,Wed, 04 Oct 2006 19:37:48 +0000,David Sasaki,Female,Male,66,1
15917,Wed, 04 Oct 2006 19:37:55 +0000,David Sasaki,Unknown,Male,38,1
159245,Fri, 27 Aug 2010 14:19:43 +0000,Janine Mendes-Franco,Unknown,Female,53,1
15925,Wed, 04 Oct 2006 21:42:08 +0000,Veronica Khokhlova,Neutral,Female,1814,94
159251,Fri, 27 Aug 2010 15:39:51 +0000,Silvia Viñas,Unknown,Female,18,1
159275,Fri, 27 Aug 2010 17:37:48 +0000,Sara Moreira,Unknown,Female,38,1
159319,Fri, 27 Aug 2010 21:22:37 +0000,Renata Avila,Neutral,Female,513,18
15933,Thu, 05 Oct 2006 21:21:54 +0000,Georgia Popplewell,Neutral,Female,370,14
159343,Fri, 27 Aug 2010 23:21:17 +0000,Silvia Viñas,Unknown,Female,55,1
15935,Thu, 05 Oct 2006 02:21:36 +0000,Eduardo Avila,Unknown,Male,323,13
159395,Sat, 28 Aug 2010 03:47:41 +0000,Juliana Rincón Parra,Unknown,Female,50,1
159396,Sat, 04 Sep 2010 11:33:56 +0000,Raphael Tsavkko Garcia,Neutral,Male,1255,61
159546,Sat, 28 Aug 2010 22:43:48 +0000,Silvia Viñas,Unknown,Female,53,1
159606,Sun, 29 Aug 2010 16:28:04 +0000,Juliana Rincón Parra,Neutral,Female,771,21
159627,Sun, 29 Aug 2010 16:44:33 +0000,Juliana Rincón Parra,Unknown,Female,42,1
159638,Sun, 29 Aug 2010 21:09:10 +0000,Juliana Rincón Parra,Neutral,Female,948,31
159673,Thu, 02 Sep 2010 10:57:24 +0000,Manuela Tenreiro,Unknown,Female,38,1
159674,Tue, 07 Sep 2010 18:03:42 +0000,Firuzeh Shokooh Valle,Neutral,Female,2279,53
159682,Tue, 31 Aug 2010 15:59:20 +0000,Manuela Tenreiro,Male,Female,53,1
159688,Thu, 02 Sep 2010 11:19:49 +0000,Manuela Tenreiro,Neutral,Female,47,1
1597,Mon, 29 Aug 2005 23:13:22 +0000,David Sasaki,Unknown,Male,23,1
159775,Mon, 30 Aug 2010 16:01:19 +0000,Silvia Viñas,Unknown,Female,55,1
159786,Mon, 30 Aug 2010 15:49:05 +0000,Janine Mendes-Franco,Neutral,Female,41,1
159816,Mon, 30 Aug 2010 16:23:09 +0000,Janine Mendes-Franco,Unknown,Female,46,1
15982,Thu, 05 Oct 2006 21:25:31 +0000,David Sasaki,Unknown,Male,47,1
15983,Thu, 05 Oct 2006 21:25:42 +0000,David Sasaki,Male,Male,53,1
159833,Mon, 30 Aug 2010 19:55:53 +0000,Janine Mendes-Franco,Neutral,Female,652,47
15984,Thu, 05 Oct 2006 21:25:49 +0000,David Sasaki,Male,Male,37,1
15985,Thu, 05 Oct 2006 21:25:59 +0000,David Sasaki,Unknown,Male,14,1
15986,Thu, 05 Oct 2006 21:26:11 +0000,David Sasaki,Male,Male,15,1
15987,Thu, 05 Oct 2006 21:26:30 +0000,David Sasaki,Unknown,Male,21,1
15988,Thu, 05 Oct 2006 21:26:37 +0000,David Sasaki,Unknown,Male,12,1
159880,Mon, 30 Aug 2010 19:54:50 +0000,Silvia Viñas,Unknown,Female,30,1
15989,Fri, 06 Oct 2006 15:17:51 +0000,Jorge Gobbi,Neutral,Male,1052,18
159890,Mon, 30 Aug 2010 23:02:04 +0000,Rodrigo Penalba,Neutral,Male,2329,84
15990,Fri, 06 Oct 2006 16:25:23 +0000,David Sasaki,Unknown,Male,32,1
15991,Fri, 06 Oct 2006 16:25:54 +0000,David Sasaki,Unknown,Male,87,1
15992,Fri, 06 Oct 2006 16:26:17 +0000,David Sasaki,Unknown,Male,31,1
15993,Fri, 06 Oct 2006 16:26:36 +0000,David Sasaki,Unknown,Male,22,1
15994,Fri, 06 Oct 2006 16:27:12 +0000,David Sasaki,Unknown,Male,49,1
15995,Fri, 06 Oct 2006 16:27:38 +0000,David Sasaki,Unknown,Male,24,1
1600,Mon, 29 Aug 2005 23:27:03 +0000,David Sasaki,Unknown,Male,24,1
160054,Tue, 31 Aug 2010 13:45:28 +0000,Janine Mendes-Franco,Unknown,Female,42,1
160059,Tue, 31 Aug 2010 15:41:21 +0000,Janine Mendes-Franco,Neutral,Female,675,43
160074,Tue, 31 Aug 2010 15:29:33 +0000,Silvia Viñas,Unknown,Female,39,1
160124,Sat, 11 Sep 2010 17:08:30 +0000,Danilo Gonçalves,Neutral,Male,1207,28
160143,Wed, 01 Sep 2010 17:07:14 +0000,Diego Casaes,Male,Male,42,1
160152,Tue, 31 Aug 2010 18:59:24 +0000,Silvia Viñas,Male,Female,29,1
160159,Tue, 31 Aug 2010 23:19:13 +0000,Silvia Viñas,Male,Female,1020,35
1602,Mon, 29 Aug 2005 23:37:06 +0000,David Sasaki,Unknown,Male,28,1
1603,Mon, 29 Aug 2005 23:39:37 +0000,David Sasaki,Unknown,Male,20,1
160302,Thu, 16 Sep 2010 02:52:23 +0000,Raphael Tsavkko Garcia,Neutral,Male,1606,46
16031,Fri, 06 Oct 2006 22:37:11 +0000,Jose Murilo,Neutral,Male,2517,46
160330,Wed, 01 Sep 2010 04:21:18 +0000,Silvia Viñas,Unknown,Female,41,1
1604,Mon, 29 Aug 2005 23:42:55 +0000,David Sasaki,Unknown,Male,19,1
160414,Wed, 01 Sep 2010 13:52:17 +0000,Janine Mendes-Franco,Female,Female,45,1
160428,Wed, 01 Sep 2010 14:21:46 +0000,Silvia Viñas,Male,Female,35,1
160443,Wed, 01 Sep 2010 14:44:22 +0000,Silvia Viñas,Unknown,Female,55,1
1605,Mon, 29 Aug 2005 23:46:54 +0000,David Sasaki,Unknown,Male,33,1
16052,Sat, 07 Oct 2006 03:52:06 +0000,Georgia Popplewell,Unknown,Female,21,1
1606,Mon, 29 Aug 2005 23:54:17 +0000,David Sasaki,Unknown,Male,11,1
160605,Thu, 02 Sep 2010 13:58:54 +0000,Janine Mendes-Franco,Unknown,Female,40,1
160606,Sat, 04 Sep 2010 14:49:13 +0000,Claudio Ruiz,Neutral,Male,1032,30
16061,Sat, 07 Oct 2006 19:50:28 +0000,Rosario Lizana,Neutral,Female,347,9
160625,Thu, 02 Sep 2010 20:35:52 +0000,Gabriela García Calderón,Neutral,Female,1104,43
1607,Tue, 30 Aug 2005 00:06:18 +0000,David Sasaki,Unknown,Male,21,1
160713,Thu, 02 Sep 2010 21:38:13 +0000,Silvia Viñas,Unknown,Female,39,1
160721,Thu, 02 Sep 2010 21:53:37 +0000,Silvia Viñas,Unknown,Female,48,1
160729,Thu, 02 Sep 2010 23:33:25 +0000,Silvia Viñas,Unknown,Female,55,1
16073,Mon, 09 Oct 2006 13:00:33 +0000,Georgia Popplewell,Unknown,Female,13,1
160829,Fri, 03 Sep 2010 13:38:57 +0000,Janine Mendes-Franco,Unknown,Female,30,1
160844,Fri, 03 Sep 2010 16:18:58 +0000,Silvia Viñas,Female,Female,52,1
160859,Fri, 03 Sep 2010 16:03:41 +0000,Cati Restrepo,Neutral,Female,1019,47
160896,Fri, 03 Sep 2010 16:18:03 +0000,Silvia Viñas,Female,Female,36,1
16099,Mon, 09 Oct 2006 19:31:48 +0000,David Sasaki,Unknown,Male,44,1
16100,Mon, 09 Oct 2006 19:48:35 +0000,David Sasaki,Neutral,Male,96,1
16101,Mon, 09 Oct 2006 19:59:03 +0000,David Sasaki,Unknown,Male,94,1
16108,Mon, 09 Oct 2006 20:07:35 +0000,David Sasaki,Female,Male,50,1
16109,Mon, 09 Oct 2006 20:13:53 +0000,David Sasaki,Unknown,Male,32,1
16110,Mon, 09 Oct 2006 20:22:40 +0000,David Sasaki,Unknown,Male,37,1
16112,Mon, 09 Oct 2006 21:51:13 +0000,David Sasaki,Neutral,Male,718,31
161146,Wed, 08 Sep 2010 14:06:59 +0000,Lully Posada,Neutral,Female,1359,42
161152,Wed, 30 Nov -0001 00:00:00 +0000,Raphael Tsavkko Garcia,Unknown,Male,41,1
161354,Mon, 06 Sep 2010 18:53:25 +0000,Andrea Arzaba,Neutral,Female,525,23
161396,Mon, 06 Sep 2010 13:21:32 +0000,Janine Mendes-Franco,Unknown,Female,50,1
16141,Tue, 10 Oct 2006 20:06:04 +0000,David Sasaki,Unknown,Male,23,1
16142,Tue, 10 Oct 2006 20:06:11 +0000,David Sasaki,Unknown,Male,28,1
16143,Tue, 10 Oct 2006 20:06:18 +0000,David Sasaki,Unknown,Male,34,1
16144,Tue, 10 Oct 2006 20:06:26 +0000,David Sasaki,Unknown,Male,54,1
161441,Mon, 06 Sep 2010 16:31:39 +0000,Silvia Viñas,Female,Female,25,1
16145,Tue, 10 Oct 2006 20:06:26 +0000,David Sasaki,Male,Male,55,1
161451,Mon, 06 Sep 2010 17:13:54 +0000,Silvia Viñas,Unknown,Female,46,1
16146,Tue, 10 Oct 2006 20:06:38 +0000,David Sasaki,Unknown,Male,122,1
16147,Tue, 10 Oct 2006 20:20:36 +0000,David Sasaki,Unknown,Male,14,1
16148,Tue, 10 Oct 2006 20:24:00 +0000,David Sasaki,Female,Male,23,1
161516,Mon, 06 Sep 2010 23:49:24 +0000,Silvia Viñas,Unknown,Female,29,1
16162,Tue, 10 Oct 2006 22:22:09 +0000,David Sasaki,Neutral,Male,421,15
161714,Tue, 07 Sep 2010 17:50:12 +0000,Janine Mendes-Franco,Unknown,Female,64,1
161751,Tue, 07 Sep 2010 21:46:45 +0000,Silvia Viñas,Unknown,Female,18,1
161755,Tue, 07 Sep 2010 21:50:08 +0000,Silvia Viñas,Unknown,Female,23,1
161758,Tue, 07 Sep 2010 21:51:57 +0000,Silvia Viñas,Unknown,Female,29,1
161768,Wed, 08 Sep 2010 00:54:09 +0000,Juan Arellano,Neutral,Male,2683,29
161810,Wed, 08 Sep 2010 14:00:58 +0000,Janet Gunter,Neutral,Female,972,45
161853,Wed, 08 Sep 2010 22:25:53 +0000,Eduardo Avila,Female,Male,2192,45
161865,Fri, 10 Sep 2010 01:46:36 +0000,Raphael Tsavkko Garcia,Male,Male,31,1
161869,Fri, 10 Sep 2010 01:33:00 +0000,Raphael Tsavkko Garcia,Male,Male,61,1
161897,Wed, 08 Sep 2010 14:26:54 +0000,Manuella Ribeiro,Neutral,Female,1298,37
161929,Wed, 08 Sep 2010 15:29:39 +0000,Silvia Viñas,Unknown,Female,13,1
161931,Wed, 08 Sep 2010 15:29:26 +0000,Silvia Viñas,Unknown,Female,24,1
161933,Wed, 08 Sep 2010 15:28:57 +0000,Silvia Viñas,Male,Female,24,1
16198,Wed, 11 Oct 2006 20:12:51 +0000,David Sasaki,Unknown,Male,42,1
16199,Wed, 11 Oct 2006 20:13:23 +0000,David Sasaki,Unknown,Male,18,1
161999,Wed, 08 Sep 2010 21:33:09 +0000,Scilla Alecci,Unknown,Female,63,3
16200,Wed, 11 Oct 2006 20:13:31 +0000,David Sasaki,Unknown,Male,35,1
16201,Wed, 11 Oct 2006 20:13:38 +0000,David Sasaki,Unknown,Male,56,1
162037,Tue, 02 Nov 2010 23:03:41 +0000,Renata Avila,Neutral,Female,843,20
16204,Wed, 11 Oct 2006 21:06:02 +0000,David Sasaki,Unknown,Male,31,1
16205,Wed, 11 Oct 2006 21:21:16 +0000,David Sasaki,Unknown,Male,14,1
