id,pubdate,byline,gender_by_pronoun,gender_by_byline
192346,Thu, 03 Feb 2011 09:23:15 +0000,Amira Al Hussaini,Neutral,Female
192429,Thu, 03 Feb 2011 15:05:06 +0000,Amira Al Hussaini,Neutral,Female
192474,Thu, 03 Feb 2011 19:04:18 +0000,Juliana Rincón Parra,Neutral,Female
192575,Thu, 03 Feb 2011 23:02:15 +0000,Amira Al Hussaini,Neutral,Female
192582,Fri, 04 Feb 2011 01:26:34 +0000,Juliana Rincón Parra,Neutral,Female
1926,Fri, 09 Sep 2005 15:54:19 +0000,Haitham Sabbah,Neutral,Male
19260,Wed, 03 Jan 2007 22:33:02 +0000,Fred Petrossian,Male,Male
192643,Fri, 04 Feb 2011 15:16:24 +0000,Lee Yoo Eun,Neutral,Male
192656,Fri, 04 Feb 2011 03:16:51 +0000,Veronica Khokhlova,Unknown,Female
192695,Fri, 04 Feb 2011 09:21:53 +0000,Amira Al Hussaini,Neutral,Female
192720,Fri, 04 Feb 2011 11:52:26 +0000,Amira Al Hussaini,Unknown,Female
192744,Sat, 05 Feb 2011 15:55:36 +0000,Jillian C. York,Neutral,Female
192772,Fri, 04 Feb 2011 13:17:17 +0000,Lee Yoo Eun,Unknown,Male
192813,Fri, 04 Feb 2011 22:23:33 +0000,Betsy Fisher,Unknown,Female
192834,Sat, 05 Feb 2011 11:58:18 +0000,Paula Góes,Neutral,Female
192847,Fri, 04 Feb 2011 16:36:31 +0000,Nermeen Edrees,Neutral,Female
192855,Fri, 04 Feb 2011 15:56:30 +0000,Amira Al Hussaini,Neutral,Female
192944,Fri, 04 Feb 2011 22:10:33 +0000,Carmel L. Vaisman,Neutral,Female
192972,Fri, 04 Feb 2011 22:15:13 +0000,Carmel L. Vaisman,Unknown,Female
192976,Fri, 04 Feb 2011 22:17:38 +0000,Carmel L. Vaisman,Unknown,Female
193042,Wed, 30 Nov -0001 00:00:00 +0000,Eman AbdElRahman,Neutral,Female
19305,Fri, 05 Jan 2007 00:07:09 +0000,Alice Backer,Unknown,Female
19307,Fri, 05 Jan 2007 00:34:48 +0000,Fred Petrossian,Unknown,Male
193163,Sat, 05 Feb 2011 13:50:34 +0000,Carmel L. Vaisman,Neutral,Female
193194,Sun, 06 Feb 2011 08:54:25 +0000,Betsy Fisher,Neutral,Female
19321,Fri, 05 Jan 2007 15:59:57 +0000,Alice Backer,Unknown,Female
193212,Sun, 06 Feb 2011 11:40:21 +0000,Ayesha Saldanha,Neutral,Female
19322,Fri, 05 Jan 2007 16:15:20 +0000,Alice Backer,Unknown,Female
193221,Sat, 05 Feb 2011 16:30:11 +0000,Amira Al Hussaini,Male,Female
19323,Sat, 06 Jan 2007 23:59:21 +0000,Sameer Padania,Neutral,Male
19324,Fri, 05 Jan 2007 17:42:57 +0000,Fred Petrossian,Male,Male
193240,Sat, 05 Feb 2011 23:57:26 +0000,Hisham Almiraat,Unknown,Male
193241,Sat, 05 Feb 2011 18:06:02 +0000,Amira Al Hussaini,Neutral,Female
19326,Fri, 05 Jan 2007 18:00:07 +0000,Fred Petrossian,Unknown,Male
193339,Sat, 05 Feb 2011 21:34:20 +0000,Amira Al Hussaini,Unknown,Female
193365,Sat, 05 Feb 2011 23:50:48 +0000,Jillian C. York,Neutral,Female
193389,Sun, 06 Feb 2011 02:51:37 +0000,Jillian C. York,Neutral,Female
193414,Sun, 06 Feb 2011 06:20:43 +0000,Amira Al Hussaini,Neutral,Female
193468,Sun, 06 Feb 2011 14:41:37 +0000,Ayesha Saldanha,Neutral,Female
193483,Mon, 07 Feb 2011 15:39:37 +0000,Tarek Amr,Neutral,Male
193503,Fri, 11 Feb 2011 18:59:19 +0000,Julián Ortega Martínez,Male,Unknown
193510,Mon, 07 Feb 2011 12:50:58 +0000,Eman AbdElRahman,Neutral,Female
193516,Sun, 06 Feb 2011 16:20:06 +0000,Amira Al Hussaini,Neutral,Female
193525,Mon, 07 Feb 2011 10:52:28 +0000,Tarek Amr,Female,Male
19355,Sat, 06 Jan 2007 17:38:15 +0000,Salam Adil,Neutral,Male
19361,Sat, 06 Jan 2007 21:27:41 +0000,Fred Petrossian,Male,Male
19362,Sat, 06 Jan 2007 21:49:01 +0000,Fred Petrossian,Unknown,Male
193676,Mon, 07 Feb 2011 23:10:21 +0000,Betsy Fisher,Neutral,Female
19372,Sun, 07 Jan 2007 20:31:40 +0000,Fred Petrossian,Neutral,Male
19373,Sun, 07 Jan 2007 20:44:52 +0000,Fred Petrossian,Unknown,Male
193733,Mon, 14 Feb 2011 08:25:54 +0000,Hisham Almiraat,Unknown,Male
19375,Sun, 07 Jan 2007 21:09:44 +0000,Fred Petrossian,Unknown,Male
193777,Mon, 07 Feb 2011 15:58:33 +0000,Amira Al Hussaini,Neutral,Female
19379,Mon, 08 Jan 2007 08:36:57 +0000,Fozia Mohamed,Neutral,Female
193842,Mon, 07 Feb 2011 21:39:46 +0000,Jillian C. York,Neutral,Female
193938,Wed, 30 Nov -0001 00:00:00 +0000,Betsy Fisher,Unknown,Female
193959,Tue, 08 Feb 2011 17:20:52 +0000,Anas Qtiesh,Neutral,Male
194075,Tue, 08 Feb 2011 19:49:56 +0000,Amira Al Hussaini,Unknown,Female
194084,Tue, 08 Feb 2011 23:23:11 +0000,Fred Petrossian,Unknown,Male
19411,Mon, 08 Jan 2007 20:12:51 +0000,Fred Petrossian,Female,Male
194121,Wed, 30 Nov -0001 00:00:00 +0000,Gabriela García Calderón,Neutral,Female
194126,Tue, 08 Feb 2011 22:58:59 +0000,Amira Al Hussaini,Neutral,Female
194175,Wed, 09 Feb 2011 01:33:50 +0000,Scilla Alecci,Female,Female
194186,Wed, 09 Feb 2011 02:27:08 +0000,Scilla Alecci,Unknown,Female
194412,Sun, 13 Feb 2011 22:00:59 +0000,Afef Abrougui,Neutral,Female
194413,Wed, 09 Feb 2011 15:13:58 +0000,Amira Al Hussaini,Neutral,Female
194445,Wed, 09 Feb 2011 16:01:18 +0000,Amira Al Hussaini,Male,Female
194470,Thu, 10 Feb 2011 13:59:05 +0000,Betsy Fisher,Neutral,Female
194491,Wed, 09 Feb 2011 17:37:43 +0000,Amira Al Hussaini,Neutral,Female
194590,Wed, 09 Feb 2011 22:36:05 +0000,Amira Al Hussaini,Neutral,Female
194629,Thu, 10 Feb 2011 00:27:39 +0000,Amira Al Hussaini,Neutral,Female
19467,Tue, 09 Jan 2007 21:23:29 +0000,Moussa Bashir,Neutral,Male
194742,Thu, 10 Feb 2011 11:17:39 +0000,Amira Al Hussaini,Neutral,Female
19476,Wed, 10 Jan 2007 14:13:07 +0000,Fred Petrossian,Neutral,Male
194768,Fri, 11 Feb 2011 11:24:20 +0000,Ayesha Saldanha,Neutral,Female
194789,Thu, 17 Feb 2011 16:17:41 +0000,Nabila Taj,Neutral,Female
1948,Sun, 11 Sep 2005 16:56:04 +0000,Roba Al Assi,Neutral,Unknown
194898,Thu, 10 Feb 2011 14:41:01 +0000,Amira Al Hussaini,Neutral,Female
194912,Thu, 10 Feb 2011 16:12:05 +0000,Amira Al Hussaini,Neutral,Female
19495,Wed, 10 Jan 2007 13:14:56 +0000,Fred Petrossian,Unknown,Male
194955,Thu, 10 Feb 2011 17:45:57 +0000,Salam Adil,Neutral,Male
19497,Thu, 11 Jan 2007 13:18:09 +0000,Farah Kinani,Neutral,Female
194989,Thu, 10 Feb 2011 19:44:15 +0000,Amira Al Hussaini,Male,Female
195006,Thu, 10 Feb 2011 21:28:24 +0000,Amira Al Hussaini,Male,Female
195031,Thu, 10 Feb 2011 23:22:37 +0000,Amira Al Hussaini,Neutral,Female
195117,Fri, 11 Feb 2011 04:55:23 +0000,Lee Yoo Eun,Unknown,Male
195119,Fri, 11 Feb 2011 05:07:40 +0000,Lee Yoo Eun,Unknown,Male
195151,Fri, 11 Feb 2011 09:19:18 +0000,Amira Al Hussaini,Neutral,Female
195217,Wed, 30 Nov -0001 00:00:00 +0000,شمس أحمد,Unknown,Female
195307,Fri, 11 Feb 2011 15:32:25 +0000,Amira Al Hussaini,Male,Female
195328,Fri, 11 Feb 2011 16:08:56 +0000,Amira Al Hussaini,Neutral,Female
195366,Fri, 11 Feb 2011 17:14:29 +0000,Juliana Rincón Parra,Female,Female
195378,Fri, 11 Feb 2011 17:17:30 +0000,Amira Al Hussaini,Neutral,Female
195394,Fri, 11 Feb 2011 18:38:09 +0000,Fred Petrossian,Neutral,Male
195395,Fri, 11 Feb 2011 17:52:25 +0000,Amira Al Hussaini,Neutral,Female
195457,Fri, 11 Feb 2011 23:36:23 +0000,Hisham Almiraat,Neutral,Male
195463,Fri, 11 Feb 2011 23:48:17 +0000,Haifa Alrasheed,Neutral,Female
195468,Fri, 11 Feb 2011 20:48:58 +0000,Fred Petrossian,Unknown,Male
195470,Fri, 11 Feb 2011 20:54:31 +0000,Fred Petrossian,Unknown,Male
195512,Fri, 11 Feb 2011 23:00:10 +0000,Amira Al Hussaini,Neutral,Female
195515,Sat, 12 Feb 2011 00:01:33 +0000,Juliana Rincón Parra,Unknown,Female
195527,Sat, 12 Feb 2011 00:26:14 +0000,Salam Adil,Neutral,Male
195555,Sat, 12 Feb 2011 19:50:32 +0000,Tarek Amr,Neutral,Male
195568,Sat, 12 Feb 2011 13:47:26 +0000,Lova Rakotomalala,Neutral,Male
195628,Sat, 12 Feb 2011 17:49:10 +0000,Jillian C. York,Neutral,Female
195644,Mon, 14 Feb 2011 10:47:21 +0000,Fred Petrossian,Unknown,Male
195655,Sun, 13 Feb 2011 12:00:39 +0000,Mahid (Sudanese Guardian),Neutral,Male
195674,Sat, 12 Feb 2011 22:31:57 +0000,Amira Al Hussaini,Neutral,Female
1957,Mon, 12 Sep 2005 15:15:05 +0000,Haitham Sabbah,Unknown,Male
195717,Sun, 13 Feb 2011 13:16:08 +0000,Betsy Fisher,Unknown,Female
195723,Sun, 13 Feb 2011 13:16:44 +0000,Betsy Fisher,Male,Female
195796,Sun, 13 Feb 2011 14:49:57 +0000,Fred Petrossian,Unknown,Male
1958,Mon, 12 Sep 2005 15:27:22 +0000,Haitham Sabbah,Unknown,Male
195812,Mon, 14 Feb 2011 08:29:31 +0000,Carmel L. Vaisman,Unknown,Female
195880,Sun, 13 Feb 2011 21:15:12 +0000,Fred Petrossian,Unknown,Male
1959,Mon, 12 Sep 2005 15:41:00 +0000,Haitham Sabbah,Unknown,Male
19596,Fri, 12 Jan 2007 17:38:05 +0000,Fred Petrossian,Unknown,Male
19597,Fri, 12 Jan 2007 18:24:57 +0000,Fred Petrossian,Male,Male
19598,Fri, 12 Jan 2007 18:47:46 +0000,Fred Petrossian,Male,Male
1960,Mon, 12 Sep 2005 15:50:30 +0000,Haitham Sabbah,Neutral,Male
196011,Mon, 14 Feb 2011 14:36:45 +0000,Fred Petrossian,Unknown,Male
196066,Mon, 14 Feb 2011 21:17:21 +0000,Solana Larsen,Neutral,Female
196067,Mon, 14 Feb 2011 17:01:56 +0000,Fred Petrossian,Male,Male
1961,Mon, 12 Sep 2005 16:10:39 +0000,Haitham Sabbah,Female,Male
196103,Mon, 14 Feb 2011 16:59:05 +0000,Ndesanjo Macha,Unknown,Male
196124,Mon, 14 Feb 2011 18:47:29 +0000,Solana Larsen,Unknown,Female
196285,Mon, 14 Feb 2011 23:58:06 +0000,Amira Al Hussaini,Unknown,Female
196312,Tue, 15 Feb 2011 07:20:24 +0000,Amira Al Hussaini,Neutral,Female
19635,Sun, 14 Jan 2007 16:50:47 +0000,Alice Backer,Unknown,Female
196360,Tue, 15 Feb 2011 15:06:01 +0000,Tarek Amr,Neutral,Male
19638,Sun, 14 Jan 2007 17:54:39 +0000,Fred Petrossian,Unknown,Male
196457,Tue, 15 Feb 2011 16:23:28 +0000,Georgia Popplewell,Male,Female
196472,Tue, 15 Feb 2011 20:48:17 +0000,Yacoub Al-Slaise,Male,Male
196478,Tue, 15 Feb 2011 17:27:37 +0000,Amira Al Hussaini,Neutral,Female
1965,Mon, 12 Sep 2005 17:26:13 +0000,Haitham Sabbah,Unknown,Male
196580,Wed, 16 Feb 2011 05:16:53 +0000,Fred Petrossian,Male,Male
196654,Wed, 16 Feb 2011 00:10:12 +0000,Amira Al Hussaini,Neutral,Female
196713,Wed, 16 Feb 2011 08:55:30 +0000,Yacoub Al-Slaise,Unknown,Male
19672,Mon, 15 Jan 2007 21:32:15 +0000,Fred Petrossian,Male,Male
196830,Wed, 16 Feb 2011 14:53:14 +0000,Yacoub Al-Slaise,Neutral,Male
196951,Fri, 18 Feb 2011 16:40:19 +0000,Betsy Fisher,Neutral,Female
196974,Fri, 18 Feb 2011 03:14:58 +0000,Fred Petrossian,Male,Male
197,Tue, 31 May 2005 22:23:36 +0000,Paul Frankenstein,Neutral,Male
197044,Wed, 16 Feb 2011 23:36:40 +0000,Amira Al Hussaini,Neutral,Female
197050,Thu, 17 Feb 2011 00:15:56 +0000,Amira Al Hussaini,Unknown,Female
197053,Thu, 17 Feb 2011 00:29:48 +0000,Amira Al Hussaini,Unknown,Female
197063,Thu, 17 Feb 2011 01:20:57 +0000,Amira Al Hussaini,Unknown,Female
197066,Thu, 17 Feb 2011 01:37:32 +0000,Antoun Issa,Neutral,Male
197095,Thu, 17 Feb 2011 02:32:46 +0000,Ivan Sigal,Neutral,Male
197097,Thu, 17 Feb 2011 02:49:06 +0000,Yacoub Al-Slaise,Neutral,Male
197132,Thu, 17 Feb 2011 03:45:05 +0000,Yacoub Al-Slaise,Unknown,Male
197146,Thu, 17 Feb 2011 10:46:51 +0000,Yacoub Al-Slaise,Neutral,Male
197162,Thu, 17 Feb 2011 10:24:20 +0000,Yacoub Al-Slaise,Neutral,Male
19719,Tue, 16 Jan 2007 18:14:32 +0000,Fred Petrossian,Male,Male
197195,Wed, 23 Feb 2011 17:38:59 +0000,Layal Al Khatib,Neutral,Unknown
19720,Tue, 16 Jan 2007 18:59:14 +0000,Fred Petrossian,Unknown,Male
197208,Thu, 17 Feb 2011 11:25:23 +0000,Yacoub Al-Slaise,Unknown,Male
19723,Thu, 18 Jan 2007 16:35:36 +0000,Moussa Bashir,Neutral,Male
197295,Thu, 17 Feb 2011 11:07:10 +0000,Amira Al Hussaini,Neutral,Female
197300,Thu, 17 Feb 2011 13:31:04 +0000,Tarek Amr,Neutral,Male
197327,Thu, 17 Feb 2011 12:43:23 +0000,Amira Al Hussaini,Neutral,Female
197343,Fri, 18 Feb 2011 19:27:30 +0000,Betsy Fisher,Neutral,Female
197482,Sat, 19 Feb 2011 13:16:50 +0000,Tarek Amr,Neutral,Male
197574,Sat, 19 Feb 2011 00:38:01 +0000,Yacoub Al-Slaise,Neutral,Male
197605,Fri, 18 Feb 2011 15:55:24 +0000,Yacoub Al-Slaise,Neutral,Male
197649,Fri, 18 Feb 2011 19:17:38 +0000,Yacoub Al-Slaise,Neutral,Male
19768,Wed, 17 Jan 2007 22:32:41 +0000,Fred Petrossian,Unknown,Male
197762,Sat, 19 Feb 2011 01:23:43 +0000,Solana Larsen,Neutral,Female
197814,Sat, 19 Feb 2011 02:37:45 +0000,Juliana Rincón Parra,Neutral,Female
197851,Sat, 19 Feb 2011 11:18:51 +0000,Yacoub Al-Slaise,Unknown,Male
197875,Sat, 19 Feb 2011 18:03:34 +0000,Afef Abrougui,Neutral,Female
197876,Sat, 19 Feb 2011 14:53:43 +0000,Yacoub Al-Slaise,Neutral,Male
19793,Thu, 18 Jan 2007 12:46:00 +0000,Fred Petrossian,Unknown,Male
197952,Sat, 19 Feb 2011 14:25:00 +0000,Fred Petrossian,Unknown,Male
197988,Sat, 19 Feb 2011 17:59:21 +0000,John Liebhardt,Neutral,Male
198,Wed, 01 Jun 2005 17:53:41 +0000,Ethan Zuckerman,Neutral,Male
19802,Thu, 18 Jan 2007 23:19:42 +0000,Fred Petrossian,Neutral,Male
198072,Sat, 19 Feb 2011 20:49:38 +0000,Jillian C. York,Neutral,Female
198134,Sat, 19 Feb 2011 23:52:55 +0000,John Liebhardt,Neutral,Male
198225,Sun, 20 Feb 2011 11:10:26 +0000,Amira Al Hussaini,Unknown,Female
198228,Sun, 20 Feb 2011 21:24:40 +0000,Amira Al Hussaini,Neutral,Female
198282,Sun, 20 Feb 2011 14:38:00 +0000,Fred Petrossian,Unknown,Male
198297,Sun, 20 Feb 2011 16:28:42 +0000,Jillian C. York,Neutral,Female
198330,Sun, 20 Feb 2011 17:13:23 +0000,Jillian C. York,Unknown,Female
198361,Wed, 23 Feb 2011 14:19:02 +0000,Afef Abrougui,Neutral,Female
198372,Mon, 21 Feb 2011 00:21:43 +0000,Fred Petrossian,Unknown,Male
198374,Sun, 20 Feb 2011 19:52:38 +0000,John Liebhardt,Neutral,Male
198405,Mon, 21 Feb 2011 00:38:42 +0000,John Liebhardt,Neutral,Male
198425,Sun, 20 Feb 2011 23:26:09 +0000,Amira Al Hussaini,Neutral,Female
198427,Mon, 21 Feb 2011 16:02:28 +0000,Jillian C. York,Neutral,Female
198451,Mon, 21 Feb 2011 02:16:10 +0000,Amira Al Hussaini,Neutral,Female
198490,Mon, 21 Feb 2011 18:08:31 +0000,John Liebhardt,Unknown,Male
198669,Mon, 21 Feb 2011 14:16:46 +0000,Jillian C. York,Neutral,Female
198702,Mon, 21 Feb 2011 15:26:20 +0000,Jillian C. York,Neutral,Female
198713,Mon, 21 Feb 2011 17:23:26 +0000,Yacoub Al-Slaise,Unknown,Male
198731,Mon, 21 Feb 2011 15:57:22 +0000,Jillian C. York,Unknown,Female
19877,Sat, 20 Jan 2007 21:09:06 +0000,Fred Petrossian,Male,Male
198797,Mon, 21 Feb 2011 17:00:08 +0000,Amira Al Hussaini,Neutral,Female
19880,Sun, 21 Jan 2007 12:15:37 +0000,Deborah Ann Dilley,Neutral,Female
198828,Mon, 21 Feb 2011 20:20:20 +0000,John Liebhardt,Unknown,Male
198846,Mon, 21 Feb 2011 18:22:49 +0000,Amira Al Hussaini,Neutral,Female
198883,Mon, 21 Feb 2011 23:21:32 +0000,Yacoub Al-Slaise,Neutral,Male
19890,Mon, 29 Jan 2007 14:14:13 +0000,Fozia Mohamed,Neutral,Female
198936,Mon, 21 Feb 2011 21:35:25 +0000,Amira Al Hussaini,Neutral,Female
199005,Tue, 22 Feb 2011 17:30:44 +0000,Tarek Amr,Neutral,Male
199027,Tue, 22 Feb 2011 05:04:08 +0000,John Liebhardt,Neutral,Male
199082,Tue, 22 Feb 2011 18:28:33 +0000,Nabila Taj,Neutral,Female
19916,Mon, 22 Jan 2007 20:46:57 +0000,Fred Petrossian,Neutral,Male
19917,Mon, 22 Jan 2007 20:52:51 +0000,Fred Petrossian,Unknown,Male
19922,Mon, 22 Jan 2007 21:13:54 +0000,Fred Petrossian,Neutral,Male
199223,Tue, 22 Feb 2011 13:01:07 +0000,Yacoub Al-Slaise,Neutral,Male
19928,Mon, 22 Jan 2007 21:54:16 +0000,Fred Petrossian,Unknown,Male
199302,Fri, 25 Feb 2011 13:47:10 +0000,Mohamed Benderouiche,Neutral,Male
19932,Mon, 22 Jan 2007 23:01:21 +0000,Fred Petrossian,Unknown,Male
199322,Tue, 22 Feb 2011 17:55:58 +0000,Yacoub Al-Slaise,Unknown,Male
199325,Tue, 22 Feb 2011 15:59:34 +0000,Fred Petrossian,Unknown,Male
199335,Tue, 22 Feb 2011 16:04:04 +0000,Amira Al Hussaini,Male,Female
199366,Tue, 22 Feb 2011 16:55:25 +0000,Amira Al Hussaini,Neutral,Female
199461,Wed, 23 Feb 2011 14:37:36 +0000,Betsy Fisher,Neutral,Female
199498,Tue, 22 Feb 2011 23:37:06 +0000,John Liebhardt,Neutral,Male
199529,Wed, 23 Feb 2011 01:47:15 +0000,Veronica Khokhlova,Unknown,Female
199568,Wed, 23 Feb 2011 08:39:48 +0000,Amira Al Hussaini,Neutral,Female
19966,Wed, 24 Jan 2007 19:32:19 +0000,Moussa Bashir,Neutral,Male
19969,Tue, 23 Jan 2007 19:59:39 +0000,Amira Al Hussaini,Unknown,Female
19972,Tue, 23 Jan 2007 20:19:38 +0000,Amira Al Hussaini,Female,Female
19973,Tue, 23 Jan 2007 20:59:38 +0000,Amira Al Hussaini,Male,Female
199738,Wed, 23 Feb 2011 15:17:22 +0000,Ndesanjo Macha,Male,Male
19974,Tue, 23 Jan 2007 21:11:12 +0000,Amira Al Hussaini,Male,Female
19975,Tue, 23 Jan 2007 21:17:24 +0000,Amira Al Hussaini,Unknown,Female
199752,Wed, 23 Feb 2011 15:45:10 +0000,Ndesanjo Macha,Unknown,Male
19976,Tue, 23 Jan 2007 21:36:59 +0000,Fred Petrossian,Male,Male
199804,Wed, 23 Feb 2011 17:54:21 +0000,John Liebhardt,Neutral,Male
199815,Thu, 24 Feb 2011 01:45:02 +0000,Sasa Milosevic,Neutral,Male
199849,Wed, 23 Feb 2011 18:02:32 +0000,Juliana Rincón Parra,Unknown,Female
199872,Wed, 23 Feb 2011 22:36:26 +0000,Haifa Alrasheed,Neutral,Female
199892,Wed, 23 Feb 2011 21:24:46 +0000,Betsy Fisher,Unknown,Female
199933,Mon, 07 Mar 2011 10:31:13 +0000,Haifa Alrasheed,Unknown,Female
200,Thu, 02 Jun 2005 23:02:13 +0000,Amanda Michel,Neutral,Female
200024,Thu, 24 Feb 2011 00:48:56 +0000,Amira Al Hussaini,Neutral,Female
200113,Thu, 24 Feb 2011 15:45:10 +0000,Yacoub Al-Slaise,Neutral,Male
200121,Thu, 24 Feb 2011 14:52:27 +0000,Fred Petrossian,Unknown,Male
200125,Thu, 24 Feb 2011 17:59:43 +0000,John Liebhardt,Neutral,Male
200138,Thu, 24 Feb 2011 15:35:16 +0000,Ndesanjo Macha,Unknown,Male
200149,Thu, 24 Feb 2011 16:21:30 +0000,Ndesanjo Macha,Unknown,Male
20015,Wed, 24 Jan 2007 19:42:43 +0000,Deborah Ann Dilley,Neutral,Female
200184,Thu, 24 Feb 2011 19:57:47 +0000,John Liebhardt,Unknown,Male
2002,Tue, 13 Sep 2005 12:51:52 +0000,Haitham Sabbah,Unknown,Male
20025,Wed, 24 Jan 2007 18:12:11 +0000,Amira Al Hussaini,Neutral,Female
20027,Wed, 24 Jan 2007 18:17:14 +0000,Amira Al Hussaini,Unknown,Female
20028,Wed, 24 Jan 2007 18:27:15 +0000,Amira Al Hussaini,Unknown,Female
20029,Wed, 24 Jan 2007 20:49:02 +0000,Amira Al Hussaini,Neutral,Female
2003,Tue, 13 Sep 2005 17:45:52 +0000,Fred Petrossian,Neutral,Male
20031,Wed, 24 Jan 2007 21:57:50 +0000,Fred Petrossian,Unknown,Male
200376,Fri, 25 Feb 2011 19:02:38 +0000,Nadine Toukan,Neutral,Female
200377,Fri, 25 Feb 2011 16:01:22 +0000,Yacoub Al-Slaise,Male,Male
200378,Fri, 25 Feb 2011 13:27:26 +0000,Amira Al Hussaini,Neutral,Female
200392,Fri, 25 Feb 2011 14:27:11 +0000,Fred Petrossian,Neutral,Male
20040,Wed, 24 Jan 2007 23:00:43 +0000,Fred Petrossian,Unknown,Male
20041,Wed, 24 Jan 2007 23:03:31 +0000,Amira Al Hussaini,Male,Female
200418,Fri, 25 Feb 2011 15:03:06 +0000,Amira Al Hussaini,Neutral,Female
20042,Wed, 24 Jan 2007 23:11:51 +0000,Amira Al Hussaini,Male,Female
200494,Fri, 25 Feb 2011 19:53:14 +0000,John Liebhardt,Neutral,Male
200503,Sat, 26 Feb 2011 09:15:13 +0000,Yacoub Al-Slaise,Neutral,Male
200551,Sun, 27 Feb 2011 16:17:08 +0000,Sasa Milosevic,Neutral,Male
200571,Fri, 25 Feb 2011 18:04:06 +0000,Lee Yoo Eun,Unknown,Male
200628,Fri, 25 Feb 2011 19:21:57 +0000,Amira Al Hussaini,Neutral,Female
200650,Sat, 26 Feb 2011 13:48:33 +0000,Afef Abrougui,Neutral,Female
200670,Fri, 25 Feb 2011 22:01:07 +0000,John Liebhardt,Neutral,Male
200677,Sat, 26 Feb 2011 00:04:18 +0000,Ammoun,Unknown,Female
2007,Tue, 13 Sep 2005 18:18:55 +0000,Haitham Sabbah,Unknown,Male
200714,Sun, 27 Feb 2011 14:56:42 +0000,Anna Gueye,Neutral,Female
20072,Thu, 25 Jan 2007 23:03:13 +0000,Fred Petrossian,Neutral,Male
20073,Thu, 25 Jan 2007 20:31:10 +0000,Amira Al Hussaini,Female,Female
20074,Fri, 26 Jan 2007 00:53:48 +0000,Amira Al Hussaini,Neutral,Female
20075,Thu, 25 Jan 2007 20:45:25 +0000,Amira Al Hussaini,Neutral,Female
200773,Sat, 26 Feb 2011 00:39:54 +0000,Amira Al Hussaini,Neutral,Female
200799,Sat, 26 Feb 2011 08:50:52 +0000,Tarek Amr,Neutral,Male
2008,Tue, 13 Sep 2005 18:37:13 +0000,Haitham Sabbah,Unknown,Male
200801,Sat, 26 Feb 2011 09:27:40 +0000,Antoun Issa,Neutral,Male
200851,Sat, 26 Feb 2011 15:53:28 +0000,Yacoub Al-Slaise,Neutral,Male
20087,Thu, 25 Jan 2007 23:12:49 +0000,Fred Petrossian,Male,Male
2009,Tue, 13 Sep 2005 18:49:44 +0000,Haitham Sabbah,Female,Male
20093,Fri, 26 Jan 2007 01:07:34 +0000,Amira Al Hussaini,Unknown,Female
200943,Sat, 26 Feb 2011 12:12:25 +0000,Salam Adil,Neutral,Male
20095,Fri, 26 Jan 2007 01:23:15 +0000,Amira Al Hussaini,Male,Female
200956,Sat, 26 Feb 2011 12:30:18 +0000,Onnik Krikorian,Unknown,Male
20096,Fri, 26 Jan 2007 01:30:59 +0000,Amira Al Hussaini,Male,Female
201,Fri, 03 Jun 2005 22:08:24 +0000,Paul Frankenstein,Neutral,Male
2010,Tue, 13 Sep 2005 18:58:01 +0000,Haitham Sabbah,Unknown,Male
201031,Sat, 26 Feb 2011 21:12:07 +0000,Julián Ortega Martínez,Neutral,Unknown
201114,Sat, 26 Feb 2011 19:27:35 +0000,John Liebhardt,Neutral,Male
201149,Sat, 26 Feb 2011 19:45:28 +0000,Onnik Krikorian,Neutral,Male
201237,Sat, 26 Feb 2011 23:44:18 +0000,Amira Al Hussaini,Neutral,Female
20128,Fri, 26 Jan 2007 19:35:38 +0000,Fred Petrossian,Male,Male
20130,Fri, 26 Jan 2007 19:55:54 +0000,Fred Petrossian,Male,Male
20131,Fri, 26 Jan 2007 20:07:54 +0000,Amira Al Hussaini,Neutral,Female
20132,Fri, 26 Jan 2007 20:22:17 +0000,Amira Al Hussaini,Unknown,Female
201320,Sun, 27 Feb 2011 08:40:58 +0000,Moussa Bashir,Unknown,Male
201324,Sun, 27 Feb 2011 12:29:37 +0000,Filip Stojanovski,Unknown,Male
201331,Sun, 27 Feb 2011 16:09:38 +0000,Afef Abrougui,Neutral,Female
20145,Sat, 27 Jan 2007 01:45:09 +0000,Amira Al Hussaini,Neutral,Female
20146,Sat, 27 Jan 2007 01:54:23 +0000,Amira Al Hussaini,Neutral,Female
20148,Sat, 27 Jan 2007 07:44:20 +0000,Fred Petrossian,Neutral,Male
20149,Sat, 27 Jan 2007 08:06:14 +0000,Fred Petrossian,Male,Male
201493,Mon, 28 Feb 2011 07:30:29 +0000,John Liebhardt,Neutral,Male
201539,Sat, 26 Feb 2011 12:46:50 +0000,Abdoulaye Bah,Male,Male
201541,Mon, 28 Feb 2011 22:47:55 +0000,Fred Petrossian,Neutral,Male
20156,Sat, 27 Jan 2007 16:59:30 +0000,Abdullatif AlOmar,Neutral,Male
20157,Sat, 27 Jan 2007 20:45:16 +0000,Fred Petrossian,Unknown,Male
20158,Sun, 28 Jan 2007 15:58:44 +0000,Deborah Ann Dilley,Neutral,Female
20163,Sun, 28 Jan 2007 19:40:51 +0000,Fred Petrossian,Unknown,Male
201650,Mon, 28 Feb 2011 04:57:19 +0000,Amira Al Hussaini,Neutral,Female
