id,pubdate,byline,gender_by_pronoun,gender_by_byline,wc,pc
124579,Fri, 26 Feb 2010 19:35:21 +0000,Alexey Sidorenko,Unknown,Male,52,1
124590,Fri, 26 Feb 2010 19:38:35 +0000,Alexey Sidorenko,Unknown,Male,48,1
12464,Tue, 04 Jul 2006 13:26:17 +0000,Jordan & Maria Seidel,Neutral,Male,303,15
12465,Mon, 03 Jul 2006 07:55:09 +0000,Veronica Khokhlova,Unknown,Female,15,1
12467,Mon, 03 Jul 2006 07:54:44 +0000,Veronica Khokhlova,Male,Female,86,1
12468,Mon, 03 Jul 2006 07:51:28 +0000,Veronica Khokhlova,Unknown,Female,61,1
12469,Mon, 03 Jul 2006 07:54:21 +0000,Veronica Khokhlova,Unknown,Female,55,1
124695,Sat, 27 Feb 2010 09:15:37 +0000,M L,Neutral,Unknown,1009,23
12470,Mon, 03 Jul 2006 07:52:04 +0000,Veronica Khokhlova,Neutral,Female,58,1
12471,Mon, 03 Jul 2006 07:53:25 +0000,Veronica Khokhlova,Unknown,Female,8,1
12472,Mon, 03 Jul 2006 07:58:03 +0000,Veronica Khokhlova,Male,Female,115,1
12473,Mon, 03 Jul 2006 07:56:01 +0000,Veronica Khokhlova,Neutral,Female,88,1
12477,Mon, 03 Jul 2006 07:51:02 +0000,Veronica Khokhlova,Unknown,Female,16,1
12478,Mon, 03 Jul 2006 07:53:54 +0000,Veronica Khokhlova,Unknown,Female,37,1
124884,Tue, 02 Mar 2010 00:07:54 +0000,Ruslan Trad,Unknown,Male,771,23
12498,Tue, 04 Jul 2006 07:34:35 +0000,Veronica Khokhlova,Unknown,Female,71,1
12499,Tue, 04 Jul 2006 07:33:58 +0000,Veronica Khokhlova,Neutral,Female,94,1
12500,Tue, 04 Jul 2006 07:35:37 +0000,Veronica Khokhlova,Unknown,Female,71,1
125001,Sun, 28 Feb 2010 09:16:59 +0000,Magda Pilat,Female,Female,567,29
12501,Tue, 04 Jul 2006 07:31:27 +0000,Veronica Khokhlova,Unknown,Female,27,1
12502,Tue, 04 Jul 2006 07:34:52 +0000,Veronica Khokhlova,Unknown,Female,91,1
12503,Tue, 04 Jul 2006 07:32:09 +0000,Veronica Khokhlova,Unknown,Female,51,1
12506,Tue, 04 Jul 2006 07:35:19 +0000,Veronica Khokhlova,Unknown,Female,102,1
125074,Sun, 28 Feb 2010 10:16:08 +0000,Sylwia Presley,Neutral,Female,416,39
125092,Tue, 02 Mar 2010 01:00:03 +0000,Sylwia Presley,Neutral,Female,641,69
125157,Mon, 01 Mar 2010 23:55:15 +0000,Magda Pilat,Neutral,Female,733,42
125297,Mon, 01 Mar 2010 23:16:03 +0000,Alexey Sidorenko,Neutral,Male,1676,67
1253,Tue, 16 Aug 2005 20:07:57 +0000,Luisetta Mudie,Unknown,Female,13,1
125394,Tue, 02 Mar 2010 02:52:34 +0000,Gregory Asmolov,Unknown,Male,36,1
1254,Tue, 16 Aug 2005 20:12:50 +0000,Luisetta Mudie,Unknown,Female,22,1
12547,Wed, 05 Jul 2006 00:06:20 +0000,Veronica Khokhlova,Neutral,Female,1231,84
1255,Tue, 16 Aug 2005 20:28:04 +0000,Luisetta Mudie,Unknown,Female,15,1
125523,Sun, 07 Mar 2010 10:49:42 +0000,Ruslan Trad,Neutral,Male,759,31
125626,Tue, 02 Mar 2010 14:23:40 +0000,Alexey Sidorenko,Unknown,Male,64,1
125818,Thu, 04 Mar 2010 02:28:54 +0000,Magda Pilat,Neutral,Female,388,31
12585,Wed, 05 Jul 2006 21:23:57 +0000,Veronica Khokhlova,Unknown,Female,26,1
12586,Wed, 05 Jul 2006 21:25:29 +0000,Veronica Khokhlova,Unknown,Female,53,1
12587,Wed, 05 Jul 2006 21:26:57 +0000,Veronica Khokhlova,Unknown,Female,100,1
12588,Wed, 05 Jul 2006 21:29:02 +0000,Veronica Khokhlova,Male,Female,64,1
12589,Wed, 05 Jul 2006 21:34:07 +0000,Veronica Khokhlova,Unknown,Female,121,1
125965,Wed, 03 Mar 2010 15:15:50 +0000,Alexey Sidorenko,Unknown,Male,38,1
126115,Thu, 04 Mar 2010 20:36:02 +0000,Gregory Asmolov,Unknown,Male,48,1
126139,Fri, 05 Mar 2010 09:24:13 +0000,Tibor Blazko,Neutral,Male,891,85
126142,Thu, 04 Mar 2010 14:53:17 +0000,Alexey Sidorenko,Male,Male,46,1
126144,Mon, 08 Mar 2010 19:00:06 +0000,Alexey Sidorenko,Neutral,Male,930,28
12618,Thu, 06 Jul 2006 14:51:54 +0000,Veronica Khokhlova,Unknown,Female,12,1
12619,Thu, 06 Jul 2006 14:54:04 +0000,Veronica Khokhlova,Male,Female,47,1
12620,Thu, 06 Jul 2006 14:50:00 +0000,Veronica Khokhlova,Unknown,Female,28,1
126206,Sat, 21 Jan 2012 18:03:21 +0000,Filip Stojanovski,Male,Male,2166,58
12622,Thu, 06 Jul 2006 15:00:27 +0000,Veronica Khokhlova,Unknown,Female,100,1
12623,Thu, 06 Jul 2006 14:55:20 +0000,Veronica Khokhlova,Male,Female,20,1
12624,Thu, 06 Jul 2006 14:59:36 +0000,Veronica Khokhlova,Neutral,Female,108,1
12625,Thu, 06 Jul 2006 14:57:03 +0000,Veronica Khokhlova,Unknown,Female,84,1
126268,Thu, 04 Mar 2010 20:37:00 +0000,Vadim Isakov,Unknown,Male,33,1
12632,Thu, 06 Jul 2006 20:41:39 +0000,Haitham Sabbah,Unknown,Male,53,1
126352,Sun, 07 Mar 2010 03:33:15 +0000,Gregory Asmolov,Unknown,Male,62,1
12637,Thu, 06 Jul 2006 21:12:32 +0000,Veronica Khokhlova,Unknown,Female,102,1
126370,Fri, 30 Dec 2011 23:30:13 +0000,Filip Stojanovski,Unknown,Male,35,1
12645,Fri, 07 Jul 2006 10:00:45 +0000,Veronica Khokhlova,Unknown,Female,44,1
12647,Fri, 07 Jul 2006 09:37:53 +0000,Veronica Khokhlova,Unknown,Female,45,1
12648,Fri, 07 Jul 2006 09:42:31 +0000,Veronica Khokhlova,Unknown,Female,27,1
12649,Fri, 07 Jul 2006 09:33:33 +0000,Veronica Khokhlova,Unknown,Female,39,1
126493,Sat, 06 Mar 2010 15:06:53 +0000,Sylwia Presley,Neutral,Female,795,52
12650,Fri, 07 Jul 2006 09:40:17 +0000,Veronica Khokhlova,Female,Female,86,1
12651,Fri, 07 Jul 2006 09:57:24 +0000,Veronica Khokhlova,Unknown,Female,116,1
12652,Fri, 07 Jul 2006 09:55:48 +0000,Veronica Khokhlova,Unknown,Female,17,1
126522,Sat, 06 Mar 2010 03:02:18 +0000,Veronica Khokhlova,Unknown,Female,35,1
12653,Fri, 07 Jul 2006 09:53:42 +0000,Veronica Khokhlova,Unknown,Female,45,1
12654,Fri, 07 Jul 2006 09:51:45 +0000,Veronica Khokhlova,Unknown,Female,22,1
126703,Sun, 07 Mar 2010 22:06:46 +0000,Gregory Asmolov,Neutral,Male,1543,41
126733,Sun, 07 Mar 2010 19:07:02 +0000,Alexey Sidorenko,Unknown,Male,44,1
126756,Sun, 07 Mar 2010 18:54:58 +0000,Alexey Sidorenko,Unknown,Male,32,1
1269,Wed, 17 Aug 2005 09:55:03 +0000,Luisetta Mudie,Male,Female,16,1
126991,Sat, 13 Mar 2010 00:12:58 +0000,Filip Stojanovski,Neutral,Male,1108,37
126999,Mon, 08 Mar 2010 16:51:00 +0000,Andrei Skvarsky,Neutral,Male,1594,59
127060,Mon, 08 Mar 2010 20:32:39 +0000,Vadim Isakov,Unknown,Male,42,1
127064,Mon, 08 Mar 2010 21:37:44 +0000,Gregory Asmolov,Unknown,Male,49,1
127087,Tue, 09 Mar 2010 23:05:15 +0000,Sylwia Presley,Neutral,Female,1275,57
12709,Fri, 07 Jul 2006 22:54:18 +0000,Veronica Khokhlova,Neutral,Female,1005,76
127173,Wed, 10 Mar 2010 20:10:38 +0000,Ruslan Trad,Neutral,Male,449,18
1272,Wed, 17 Aug 2005 10:15:05 +0000,Luisetta Mudie,Unknown,Female,24,1
127276,Tue, 09 Mar 2010 19:43:18 +0000,Alexey Sidorenko,Unknown,Male,55,1
127280,Sun, 21 Mar 2010 19:12:24 +0000,Alexey Sidorenko,Unknown,Male,49,1
127387,Wed, 10 Mar 2010 21:47:50 +0000,Alexey Sidorenko,Unknown,Male,41,1
127441,Wed, 10 Mar 2010 16:29:54 +0000,Filip Stojanovski,Neutral,Male,81,1
12751,Mon, 10 Jul 2006 13:48:43 +0000,Veronica Khokhlova,Unknown,Female,56,1
12752,Mon, 10 Jul 2006 13:50:31 +0000,Veronica Khokhlova,Unknown,Female,72,1
12753,Mon, 10 Jul 2006 13:51:25 +0000,Veronica Khokhlova,Unknown,Female,22,1
12754,Mon, 10 Jul 2006 13:28:51 +0000,Veronica Khokhlova,Unknown,Female,57,1
12755,Mon, 10 Jul 2006 13:54:02 +0000,Veronica Khokhlova,Unknown,Female,34,1
127605,Tue, 16 Mar 2010 05:45:32 +0000,Gregory Asmolov,Neutral,Male,2534,61
127636,Tue, 16 Mar 2010 05:49:21 +0000,Gregory Asmolov,Male,Male,26,1
127641,Tue, 16 Mar 2010 05:05:21 +0000,Gregory Asmolov,Male,Male,40,1
127684,Thu, 11 Mar 2010 18:43:31 +0000,Alexey Sidorenko,Unknown,Male,48,1
127687,Thu, 11 Mar 2010 18:41:18 +0000,Alexey Sidorenko,Unknown,Male,46,1
127740,Thu, 11 Mar 2010 17:21:46 +0000,Gregory Asmolov,Unknown,Male,34,1
12775,Mon, 10 Jul 2006 23:12:57 +0000,Veronica Khokhlova,Neutral,Female,1017,1
127907,Sun, 14 Mar 2010 19:05:28 +0000,Alexey Sidorenko,Unknown,Male,1060,133
127914,Fri, 12 Mar 2010 01:55:07 +0000,Veronica Khokhlova,Male,Female,89,1
127928,Fri, 12 Mar 2010 02:34:04 +0000,Veronica Khokhlova,Unknown,Female,42,1
128051,Mon, 15 Mar 2010 00:00:20 +0000,Alexey Sidorenko,Unknown,Male,46,1
128152,Sat, 13 Mar 2010 01:01:16 +0000,Veronica Khokhlova,Unknown,Female,26,1
128155,Sat, 13 Mar 2010 01:04:01 +0000,Veronica Khokhlova,Unknown,Female,19,1
128157,Sat, 13 Mar 2010 01:19:48 +0000,Veronica Khokhlova,Neutral,Female,89,1
128163,Sat, 13 Mar 2010 01:46:17 +0000,Veronica Khokhlova,Unknown,Female,102,1
12817,Tue, 11 Jul 2006 21:49:57 +0000,Veronica Khokhlova,Neutral,Female,83,1
12818,Tue, 11 Jul 2006 21:50:15 +0000,Veronica Khokhlova,Unknown,Female,28,1
12820,Tue, 11 Jul 2006 20:51:51 +0000,Veronica Khokhlova,Unknown,Female,135,5
128208,Sun, 14 Mar 2010 09:54:51 +0000,Sinisa Boljanovic,Neutral,Male,1054,48
12821,Tue, 11 Jul 2006 21:50:52 +0000,Veronica Khokhlova,Male,Female,100,1
12822,Tue, 11 Jul 2006 21:50:33 +0000,Veronica Khokhlova,Male,Female,42,1
128222,Sun, 14 Mar 2010 18:19:55 +0000,Alexey Sidorenko,Unknown,Male,54,1
12823,Tue, 11 Jul 2006 21:49:39 +0000,Veronica Khokhlova,Unknown,Female,23,1
128236,Sun, 14 Mar 2010 00:16:21 +0000,Veronica Khokhlova,Unknown,Female,83,1
128238,Sun, 14 Mar 2010 01:01:32 +0000,Veronica Khokhlova,Unknown,Female,45,1
128242,Sun, 14 Mar 2010 01:35:29 +0000,Veronica Khokhlova,Unknown,Female,22,1
128255,Sun, 14 Mar 2010 23:41:30 +0000,Ana Keshelashvili,Neutral,Female,1003,63
128257,Mon, 15 Mar 2010 00:09:38 +0000,Magda Pilat,Neutral,Female,422,18
128404,Mon, 15 Mar 2010 02:11:35 +0000,Veronica Khokhlova,Neutral,Female,74,1
12857,Wed, 12 Jul 2006 20:59:06 +0000,Veronica Khokhlova,Male,Female,30,1
128576,Tue, 16 Mar 2010 00:50:06 +0000,Veronica Khokhlova,Unknown,Female,65,1
128578,Tue, 16 Mar 2010 00:52:49 +0000,Veronica Khokhlova,Male,Female,64,1
12858,Wed, 12 Jul 2006 21:00:22 +0000,Veronica Khokhlova,Unknown,Female,39,1
128580,Tue, 16 Mar 2010 00:55:57 +0000,Veronica Khokhlova,Unknown,Female,54,1
128582,Tue, 16 Mar 2010 00:59:37 +0000,Veronica Khokhlova,Unknown,Female,24,1
128584,Tue, 16 Mar 2010 01:09:11 +0000,Veronica Khokhlova,Unknown,Female,143,1
12859,Wed, 12 Jul 2006 21:01:46 +0000,Veronica Khokhlova,Unknown,Female,25,1
12860,Wed, 12 Jul 2006 21:03:39 +0000,Veronica Khokhlova,Unknown,Female,32,1
12861,Wed, 12 Jul 2006 21:06:25 +0000,Veronica Khokhlova,Unknown,Female,25,1
12862,Wed, 12 Jul 2006 21:08:02 +0000,Veronica Khokhlova,Unknown,Female,31,1
12863,Wed, 12 Jul 2006 21:09:00 +0000,Veronica Khokhlova,Unknown,Female,19,1
12864,Wed, 12 Jul 2006 21:10:26 +0000,Veronica Khokhlova,Unknown,Female,47,1
128664,Tue, 16 Mar 2010 15:32:49 +0000,Vilhelm Konnander,Unknown,Male,33,1
128689,Tue, 16 Mar 2010 16:18:21 +0000,Vilhelm Konnander,Male,Male,32,1
128713,Wed, 17 Mar 2010 14:17:14 +0000,Filip Stojanovski,Neutral,Male,1310,57
12883,Thu, 13 Jul 2006 14:59:40 +0000,Veronica Khokhlova,Unknown,Female,56,1
12884,Thu, 13 Jul 2006 14:52:46 +0000,Veronica Khokhlova,Unknown,Female,28,1
128845,Wed, 17 Mar 2010 01:54:38 +0000,Veronica Khokhlova,Unknown,Female,36,1
12885,Thu, 13 Jul 2006 15:00:23 +0000,Veronica Khokhlova,Unknown,Female,43,1
12886,Thu, 13 Jul 2006 14:56:40 +0000,Veronica Khokhlova,Unknown,Female,65,1
128861,Wed, 17 Mar 2010 02:05:29 +0000,Veronica Khokhlova,Unknown,Female,13,1
128863,Wed, 17 Mar 2010 02:23:31 +0000,Veronica Khokhlova,Unknown,Female,46,1
12887,Thu, 13 Jul 2006 14:55:33 +0000,Veronica Khokhlova,Unknown,Female,44,1
128898,Wed, 17 Mar 2010 18:18:20 +0000,Alexey Sidorenko,Unknown,Male,34,1
129027,Thu, 18 Mar 2010 04:00:17 +0000,Alexey Sidorenko,Unknown,Male,40,1
129042,Wed, 17 Mar 2010 20:37:23 +0000,Vilhelm Konnander,Unknown,Male,22,1
129045,Wed, 17 Mar 2010 20:58:10 +0000,Vilhelm Konnander,Unknown,Male,16,1
129108,Sat, 20 Mar 2010 19:11:23 +0000,Alexey Sidorenko,Unknown,Male,684,34
129132,Thu, 18 Mar 2010 23:58:43 +0000,Sonam Ongmo,Neutral,Female,1439,61
129222,Thu, 18 Mar 2010 21:19:16 +0000,Vilhelm Konnander,Unknown,Male,22,1
129260,Thu, 18 Mar 2010 22:46:38 +0000,Vilhelm Konnander,Unknown,Male,22,1
129272,Sat, 20 Mar 2010 18:51:24 +0000,Gregory Asmolov,Unknown,Male,37,1
129274,Fri, 19 Mar 2010 01:06:11 +0000,Veronica Khokhlova,Unknown,Female,51,1
129278,Fri, 19 Mar 2010 01:20:52 +0000,Veronica Khokhlova,Unknown,Female,13,1
129280,Fri, 19 Mar 2010 01:31:08 +0000,Veronica Khokhlova,Neutral,Female,117,1
12938,Fri, 14 Jul 2006 11:18:16 +0000,Veronica Khokhlova,Unknown,Female,59,1
12939,Fri, 14 Jul 2006 11:17:05 +0000,Veronica Khokhlova,Male,Female,95,1
12940,Fri, 14 Jul 2006 11:19:02 +0000,Veronica Khokhlova,Male,Female,96,1
12941,Fri, 14 Jul 2006 11:13:10 +0000,Veronica Khokhlova,Unknown,Female,23,1
129426,Sat, 20 Mar 2010 01:03:08 +0000,Filip Stojanovski,Neutral,Male,823,61
12943,Fri, 14 Jul 2006 11:14:47 +0000,Veronica Khokhlova,Unknown,Female,100,1
129437,Fri, 19 Mar 2010 22:32:44 +0000,Veronica Khokhlova,Unknown,Female,66,1
12944,Fri, 14 Jul 2006 11:16:14 +0000,Veronica Khokhlova,Unknown,Female,37,1
129445,Fri, 19 Mar 2010 22:48:53 +0000,Veronica Khokhlova,Unknown,Female,35,1
129476,Fri, 19 Mar 2010 23:48:09 +0000,Veronica Khokhlova,Female,Female,84,1
129484,Fri, 19 Mar 2010 23:59:19 +0000,Veronica Khokhlova,Unknown,Female,63,1
129486,Sat, 20 Mar 2010 00:08:05 +0000,Veronica Khokhlova,Male,Female,16,1
129488,Sat, 20 Mar 2010 00:10:22 +0000,Veronica Khokhlova,Unknown,Female,29,1
129490,Sat, 20 Mar 2010 00:16:14 +0000,Veronica Khokhlova,Unknown,Female,19,1
129498,Sat, 20 Mar 2010 00:19:30 +0000,Veronica Khokhlova,Unknown,Female,12,1
12954,Fri, 14 Jul 2006 22:03:33 +0000,Veronica Khokhlova,Neutral,Female,935,44
1296,Wed, 17 Aug 2005 19:47:11 +0000,Luisetta Mudie,Male,Female,26,1
129611,Sun, 21 Mar 2010 19:08:51 +0000,Alexey Sidorenko,Male,Male,37,1
1297,Wed, 17 Aug 2005 20:02:16 +0000,Luisetta Mudie,Female,Female,38,1
129722,Sun, 21 Mar 2010 18:59:54 +0000,Alexey Sidorenko,Unknown,Male,46,1
129752,Sun, 21 Mar 2010 14:00:48 +0000,Vilhelm Konnander,Female,Male,41,1
129761,Sun, 21 Mar 2010 14:19:36 +0000,Vilhelm Konnander,Unknown,Male,37,1
129765,Sun, 21 Mar 2010 14:38:21 +0000,Vilhelm Konnander,Unknown,Male,40,1
1298,Wed, 17 Aug 2005 20:16:30 +0000,Luisetta Mudie,Unknown,Female,25,1
129808,Sun, 21 Mar 2010 20:42:33 +0000,Vilhelm Konnander,Unknown,Male,20,1
12982,Tue, 18 Jul 2006 14:06:34 +0000,Jordan & Maria Seidel,Neutral,Male,964,41
129849,Wed, 24 Mar 2010 01:21:09 +0000,Veronica Khokhlova,Neutral,Female,1004,31
129858,Tue, 23 Mar 2010 17:00:07 +0000,Gregory Asmolov,Neutral,Male,1804,40
1299,Wed, 17 Aug 2005 20:39:07 +0000,Luisetta Mudie,Unknown,Female,39,1
12995,Mon, 17 Jul 2006 15:14:58 +0000,Veronica Khokhlova,Unknown,Female,57,1
12996,Mon, 17 Jul 2006 15:17:39 +0000,Veronica Khokhlova,Neutral,Female,43,1
12997,Mon, 17 Jul 2006 15:20:53 +0000,Veronica Khokhlova,Unknown,Female,39,1
12998,Mon, 17 Jul 2006 15:15:59 +0000,Veronica Khokhlova,Female,Female,131,1
12999,Mon, 17 Jul 2006 15:08:50 +0000,Veronica Khokhlova,Unknown,Female,31,1
13000,Mon, 17 Jul 2006 15:12:51 +0000,Veronica Khokhlova,Unknown,Female,16,1
13001,Mon, 17 Jul 2006 15:19:41 +0000,Veronica Khokhlova,Unknown,Female,99,1
130215,Mon, 29 Mar 2010 20:26:22 +0000,Raphael Tsavkko Garcia,Neutral,Male,1132,27
130374,Wed, 24 Mar 2010 18:03:06 +0000,Vilhelm Konnander,Unknown,Male,36,1
130377,Wed, 24 Mar 2010 18:10:51 +0000,Vilhelm Konnander,Unknown,Male,34,1
130402,Wed, 24 Mar 2010 21:26:22 +0000,Vilhelm Konnander,Unknown,Male,25,1
130407,Wed, 24 Mar 2010 21:40:21 +0000,Vilhelm Konnander,Unknown,Male,39,1
130442,Thu, 25 Mar 2010 00:00:02 +0000,Veronica Khokhlova,Unknown,Female,96,1
1305,Thu, 18 Aug 2005 10:26:07 +0000,Luisetta Mudie,Unknown,Female,18,1
13051,Tue, 18 Jul 2006 20:50:11 +0000,Veronica Khokhlova,Unknown,Female,29,1
13052,Tue, 18 Jul 2006 21:19:11 +0000,Veronica Khokhlova,Unknown,Female,82,1
13053,Tue, 18 Jul 2006 20:51:35 +0000,Veronica Khokhlova,Unknown,Female,24,1
13054,Tue, 18 Jul 2006 20:53:06 +0000,Veronica Khokhlova,Unknown,Female,20,1
13055,Tue, 18 Jul 2006 20:54:37 +0000,Veronica Khokhlova,Unknown,Female,104,1
13056,Tue, 18 Jul 2006 21:12:29 +0000,Veronica Khokhlova,Unknown,Female,132,1
13057,Tue, 18 Jul 2006 21:10:05 +0000,Veronica Khokhlova,Unknown,Female,16,1
130577,Thu, 25 Mar 2010 23:22:22 +0000,Ruslan Trad,Male,Male,401,24
13058,Tue, 18 Jul 2006 21:16:08 +0000,Veronica Khokhlova,Unknown,Female,73,1
130582,Mon, 29 Mar 2010 01:15:41 +0000,Alexey Sidorenko,Male,Male,48,1
130588,Fri, 26 Mar 2010 02:18:11 +0000,Alexey Sidorenko,Unknown,Male,53,1
130591,Mon, 29 Mar 2010 01:14:06 +0000,Alexey Sidorenko,Unknown,Male,45,1
130593,Fri, 26 Mar 2010 00:15:28 +0000,Alexey Sidorenko,Male,Male,51,1
130598,Sat, 27 Mar 2010 03:24:10 +0000,Veronica Khokhlova,Neutral,Female,1829,105
1306,Thu, 18 Aug 2005 10:30:33 +0000,Luisetta Mudie,Unknown,Female,25,1
13060,Tue, 18 Jul 2006 20:59:31 +0000,Veronica Khokhlova,Unknown,Female,54,1
13061,Tue, 18 Jul 2006 21:03:56 +0000,Veronica Khokhlova,Neutral,Female,73,1
13065,Tue, 18 Jul 2006 21:35:47 +0000,Veronica Khokhlova,Unknown,Female,39,1
130673,Fri, 26 Mar 2010 17:04:21 +0000,Alexey Sidorenko,Unknown,Male,59,1
1308,Thu, 18 Aug 2005 10:41:42 +0000,Luisetta Mudie,Female,Female,26,1
1309,Thu, 18 Aug 2005 10:58:39 +0000,Luisetta Mudie,Unknown,Female,27,1
130961,Sun, 28 Mar 2010 02:13:15 +0000,Veronica Khokhlova,Unknown,Female,64,1
130981,Sun, 28 Mar 2010 11:38:19 +0000,Veronica Khokhlova,Unknown,Female,99,1
1310,Thu, 18 Aug 2005 11:20:18 +0000,Luisetta Mudie,Unknown,Female,51,1
13105,Wed, 19 Jul 2006 21:54:34 +0000,Veronica Khokhlova,Neutral,Female,1797,123
131062,Mon, 29 Mar 2010 03:12:24 +0000,Vadim Isakov,Neutral,Male,1092,24
13109,Wed, 19 Jul 2006 22:11:31 +0000,Veronica Khokhlova,Unknown,Female,15,1
13110,Wed, 19 Jul 2006 22:14:01 +0000,Veronica Khokhlova,Unknown,Female,23,1
131100,Mon, 29 Mar 2010 13:21:42 +0000,Alexey Sidorenko,Unknown,Male,1276,39
131119,Wed, 30 Nov -0001 00:00:00 +0000,Raphael Tsavkko Garcia,Unknown,Male,1124,54
131125,Mon, 29 Mar 2010 13:23:58 +0000,Alexey Sidorenko,Unknown,Male,26,1
13116,Wed, 19 Jul 2006 22:18:27 +0000,Veronica Khokhlova,Unknown,Female,14,1
13117,Wed, 19 Jul 2006 22:23:24 +0000,Veronica Khokhlova,Unknown,Female,44,1
13118,Wed, 19 Jul 2006 22:37:56 +0000,Veronica Khokhlova,Unknown,Female,20,1
131226,Mon, 29 Mar 2010 19:44:30 +0000,Rezwan,Unknown,Male,30,1
131351,Tue, 06 Apr 2010 19:42:16 +0000,Gregory Asmolov,Neutral,Male,1558,43
131378,Tue, 30 Mar 2010 20:01:56 +0000,Gregory Asmolov,Female,Male,44,1
131394,Tue, 30 Mar 2010 19:51:58 +0000,Alexey Sidorenko,Unknown,Male,37,1
131398,Tue, 30 Mar 2010 19:48:47 +0000,Gregory Asmolov,Unknown,Male,23,1
131420,Tue, 30 Mar 2010 23:58:42 +0000,Vadim Isakov,Neutral,Male,677,25
131543,Mon, 05 Apr 2010 02:40:51 +0000,Veronica Khokhlova,Neutral,Female,1133,59
131545,Thu, 01 Apr 2010 00:48:32 +0000,Veronica Khokhlova,Unknown,Female,82,1
131553,Thu, 01 Apr 2010 02:22:18 +0000,Veronica Khokhlova,Unknown,Female,89,1
131555,Thu, 01 Apr 2010 02:27:24 +0000,Veronica Khokhlova,Unknown,Female,56,1
131557,Thu, 01 Apr 2010 02:37:46 +0000,Veronica Khokhlova,Unknown,Female,114,1
131559,Thu, 01 Apr 2010 02:46:42 +0000,Veronica Khokhlova,Unknown,Female,35,1
131561,Thu, 01 Apr 2010 02:56:09 +0000,Veronica Khokhlova,Neutral,Female,88,1
131563,Thu, 01 Apr 2010 03:11:48 +0000,Veronica Khokhlova,Unknown,Female,75,1
13164,Thu, 20 Jul 2006 20:51:51 +0000,Veronica Khokhlova,Unknown,Female,23,1
13165,Thu, 20 Jul 2006 20:58:22 +0000,Veronica Khokhlova,Unknown,Female,12,1
13166,Thu, 20 Jul 2006 20:56:19 +0000,Veronica Khokhlova,Unknown,Female,35,1
13167,Thu, 20 Jul 2006 20:54:54 +0000,Veronica Khokhlova,Male,Female,37,1
13168,Thu, 20 Jul 2006 21:05:18 +0000,Veronica Khokhlova,Male,Female,85,1
131710,Fri, 02 Apr 2010 02:07:02 +0000,Gregory Asmolov,Unknown,Male,56,1
131715,Fri, 02 Apr 2010 01:08:09 +0000,Veronica Khokhlova,Unknown,Female,95,1
131735,Fri, 02 Apr 2010 01:26:32 +0000,Veronica Khokhlova,Unknown,Female,39,1
131869,Sat, 03 Apr 2010 01:28:41 +0000,Veronica Khokhlova,Unknown,Female,34,1
131900,Sun, 04 Apr 2010 01:33:26 +0000,Alexey Sidorenko,Unknown,Male,339,25
131909,Sat, 10 Apr 2010 15:22:50 +0000,Alexey Sidorenko,Neutral,Male,1487,39
132002,Sun, 04 Apr 2010 21:40:50 +0000,Filip Stojanovski,Neutral,Male,336,24
13208,Fri, 21 Jul 2006 22:00:43 +0000,Veronica Khokhlova,Unknown,Female,51,1
13209,Fri, 21 Jul 2006 22:05:03 +0000,Veronica Khokhlova,Unknown,Female,31,1
13211,Fri, 21 Jul 2006 21:52:26 +0000,Veronica Khokhlova,Unknown,Female,26,1
13212,Fri, 21 Jul 2006 21:56:35 +0000,Veronica Khokhlova,Male,Female,15,1
13213,Fri, 21 Jul 2006 21:53:51 +0000,Veronica Khokhlova,Unknown,Female,86,1
13214,Fri, 21 Jul 2006 22:04:08 +0000,Veronica Khokhlova,Unknown,Female,71,1
13215,Fri, 21 Jul 2006 22:06:59 +0000,Veronica Khokhlova,Unknown,Female,101,1
132219,Tue, 06 Apr 2010 02:20:11 +0000,Veronica Khokhlova,Neutral,Female,1382,16
13222,Fri, 21 Jul 2006 22:02:11 +0000,Veronica Khokhlova,Unknown,Female,59,1
1324,Thu, 18 Aug 2005 20:34:32 +0000,Luisetta Mudie,Unknown,Female,17,1
13240,Sat, 22 Jul 2006 16:33:05 +0000,Veronica Khokhlova,Neutral,Female,1111,89
1326,Thu, 18 Aug 2005 22:59:43 +0000,Nathan Hamm,Unknown,Male,24,1
132657,Thu, 08 Apr 2010 21:53:41 +0000,Alexey Sidorenko,Unknown,Male,35,1
13266,Mon, 24 Jul 2006 20:50:09 +0000,Veronica Khokhlova,Male,Female,29,1
132663,Thu, 08 Apr 2010 21:55:28 +0000,Veronica Khokhlova,Neutral,Female,131,1
13267,Mon, 24 Jul 2006 20:42:26 +0000,Veronica Khokhlova,Unknown,Female,13,1
13268,Mon, 24 Jul 2006 20:43:25 +0000,Veronica Khokhlova,Unknown,Female,16,1
13269,Mon, 24 Jul 2006 20:51:53 +0000,Veronica Khokhlova,Unknown,Female,28,1
13270,Mon, 24 Jul 2006 20:44:37 +0000,Veronica Khokhlova,Unknown,Female,46,1
13271,Mon, 24 Jul 2006 20:54:37 +0000,Veronica Khokhlova,Unknown,Female,19,1
13272,Mon, 24 Jul 2006 20:46:51 +0000,Veronica Khokhlova,Unknown,Female,11,1
13273,Mon, 24 Jul 2006 20:47:51 +0000,Veronica Khokhlova,Unknown,Female,16,1
13274,Mon, 24 Jul 2006 20:45:40 +0000,Veronica Khokhlova,Unknown,Female,12,1
