id,pubdate,byline,gender_by_pronoun,gender_by_byline,wc,pc
2445,Thu, 29 Sep 2005 21:30:50 +0000,Haitham Sabbah,Female,Male,26,1
24457,Fri, 27 Apr 2007 20:38:34 +0000,Jennifer Brea,Neutral,Female,63,1
24459,Mon, 30 Apr 2007 05:49:49 +0000,Fred Petrossian,Neutral,Male,684,39
244624,Thu, 04 Aug 2011 23:39:15 +0000,Thalia Rahme,Unknown,Female,61,1
244646,Fri, 05 Aug 2011 15:13:50 +0000,Mona Kareem,Female,Female,779,30
2447,Thu, 29 Sep 2005 21:41:21 +0000,Haitham Sabbah,Male,Male,57,1
244723,Sun, 15 Jul 2012 13:08:08 +0000,Layal Al Khatib,Unknown,Unknown,37,1
24475,Sat, 28 Apr 2007 09:10:04 +0000,Amira Al Hussaini,Male,Female,44,1
24476,Sat, 28 Apr 2007 09:12:45 +0000,Amira Al Hussaini,Female,Female,40,1
24477,Sat, 28 Apr 2007 09:18:20 +0000,Amira Al Hussaini,Unknown,Female,18,1
2448,Thu, 29 Sep 2005 21:51:24 +0000,Haitham Sabbah,Unknown,Male,30,1
24480,Sat, 28 Apr 2007 09:23:54 +0000,Amira Al Hussaini,Unknown,Female,21,1
24481,Sat, 28 Apr 2007 09:29:16 +0000,Amira Al Hussaini,Male,Female,18,1
24482,Sat, 28 Apr 2007 09:31:06 +0000,Amira Al Hussaini,Unknown,Female,20,1
24483,Sat, 28 Apr 2007 09:35:56 +0000,Amira Al Hussaini,Male,Female,21,1
24484,Sat, 28 Apr 2007 09:40:33 +0000,Amira Al Hussaini,Unknown,Female,63,1
24485,Sat, 28 Apr 2007 09:44:34 +0000,Amira Al Hussaini,Unknown,Female,70,1
24486,Sat, 28 Apr 2007 09:49:49 +0000,Amira Al Hussaini,Neutral,Female,129,1
2449,Thu, 29 Sep 2005 22:02:55 +0000,Haitham Sabbah,Unknown,Male,42,1
24491,Sun, 29 Apr 2007 08:24:04 +0000,Abdullatif AlOmar,Neutral,Male,821,51
24492,Mon, 30 Apr 2007 09:41:01 +0000,Amira Al Hussaini,Neutral,Female,2268,94
24495,Sun, 29 Apr 2007 08:31:19 +0000,Amira Al Hussaini,Neutral,Female,114,2
24502,Sun, 29 Apr 2007 11:45:54 +0000,Amira Al Hussaini,Unknown,Female,63,1
24503,Sun, 29 Apr 2007 11:57:18 +0000,Fred Petrossian,Unknown,Male,131,1
24505,Sun, 29 Apr 2007 12:13:46 +0000,Fred Petrossian,Male,Male,47,1
245083,Sun, 07 Aug 2011 13:55:06 +0000,Amira Al Hussaini,Unknown,Female,446,31
24511,Mon, 30 Apr 2007 07:18:46 +0000,Moussa Bashir,Neutral,Male,900,41
24517,Tue, 01 May 2007 07:04:52 +0000,Jillian C. York,Neutral,Female,611,24
245269,Wed, 10 Aug 2011 12:00:59 +0000,Tarek Amr,Neutral,Male,1181,41
24539,Mon, 30 Apr 2007 16:11:38 +0000,Amira Al Hussaini,Unknown,Female,89,1
24540,Mon, 30 Apr 2007 16:23:52 +0000,Amira Al Hussaini,Unknown,Female,64,1
24541,Mon, 30 Apr 2007 16:26:39 +0000,Amira Al Hussaini,Unknown,Female,27,1
24542,Mon, 30 Apr 2007 16:28:35 +0000,Amira Al Hussaini,Unknown,Female,52,1
24543,Mon, 30 Apr 2007 16:30:46 +0000,Amira Al Hussaini,Unknown,Female,62,1
24544,Mon, 30 Apr 2007 16:34:18 +0000,Amira Al Hussaini,Unknown,Female,44,1
24545,Mon, 30 Apr 2007 16:44:13 +0000,Amira Al Hussaini,Female,Female,122,1
24546,Tue, 01 May 2007 07:10:51 +0000,Mohamed Nanabhay,Neutral,Male,1042,24
24564,Mon, 30 Apr 2007 20:57:37 +0000,Amira Al Hussaini,Neutral,Female,82,1
24565,Mon, 30 Apr 2007 22:54:47 +0000,Fred Petrossian,Male,Male,87,1
24568,Tue, 01 May 2007 07:55:30 +0000,Deborah Ann Dilley,Neutral,Female,1545,55
245731,Tue, 09 Aug 2011 11:58:50 +0000,Amira Al Hussaini,Neutral,Female,649,35
24578,Tue, 01 May 2007 07:58:43 +0000,Amira Al Hussaini,Unknown,Female,19,1
24579,Tue, 01 May 2007 08:02:11 +0000,Amira Al Hussaini,Unknown,Female,18,1
24580,Tue, 01 May 2007 08:05:18 +0000,Amira Al Hussaini,Unknown,Female,15,1
24581,Tue, 01 May 2007 08:09:51 +0000,Amira Al Hussaini,Male,Female,35,1
24582,Tue, 01 May 2007 08:15:12 +0000,Amira Al Hussaini,Unknown,Female,87,1
24583,Tue, 01 May 2007 08:20:32 +0000,Amira Al Hussaini,Unknown,Female,69,1
24584,Tue, 01 May 2007 08:24:22 +0000,Amira Al Hussaini,Neutral,Female,66,1
24585,Tue, 01 May 2007 08:30:38 +0000,Amira Al Hussaini,Male,Female,116,1
24586,Tue, 01 May 2007 08:33:31 +0000,Amira Al Hussaini,Unknown,Female,83,1
24587,Tue, 01 May 2007 08:37:04 +0000,Amira Al Hussaini,Neutral,Female,77,1
246,Mon, 20 Jun 2005 15:28:20 +0000,Rebecca MacKinnon,Unknown,Female,135,7
246039,Tue, 09 Aug 2011 21:26:38 +0000,Amira Al Hussaini,Neutral,Female,837,26
246049,Thu, 11 Aug 2011 21:13:06 +0000,Afef Abrougui,Neutral,Female,1091,42
246051,Tue, 09 Aug 2011 22:20:08 +0000,Amira Al Hussaini,Neutral,Female,617,36
246083,Tue, 09 Aug 2011 23:12:51 +0000,Amira Al Hussaini,Neutral,Female,380,84
246128,Thu, 11 Aug 2011 22:23:19 +0000,Thalia Rahme,Neutral,Female,1371,66
246143,Wed, 10 Aug 2011 11:28:02 +0000,Gilad Lotan,Neutral,Male,1289,46
246168,Wed, 10 Aug 2011 11:14:38 +0000,Moussa Bashir,Unknown,Male,44,1
246201,Thu, 11 Aug 2011 20:25:06 +0000,Moussa Bashir,Unknown,Male,48,1
246335,Thu, 11 Aug 2011 09:06:10 +0000,Gilad Lotan,Unknown,Male,47,1
24637,Wed, 02 May 2007 06:34:24 +0000,Amira Al Hussaini,Neutral,Female,80,1
24638,Wed, 02 May 2007 06:37:22 +0000,Amira Al Hussaini,Male,Female,68,1
24639,Wed, 02 May 2007 06:41:13 +0000,Amira Al Hussaini,Unknown,Female,18,1
24640,Wed, 02 May 2007 06:45:49 +0000,Amira Al Hussaini,Unknown,Female,24,1
246437,Thu, 11 Aug 2011 12:47:30 +0000,Vilhelm Konnander,Unknown,Male,36,1
24646,Wed, 02 May 2007 08:17:27 +0000,Amira Al Hussaini,Female,Female,54,1
24647,Wed, 02 May 2007 08:21:06 +0000,Amira Al Hussaini,Unknown,Female,14,1
24648,Wed, 02 May 2007 08:24:21 +0000,Amira Al Hussaini,Unknown,Female,17,1
246493,Thu, 11 Aug 2011 18:28:46 +0000,Fred Petrossian,Male,Male,54,1
246496,Tue, 16 Aug 2011 17:13:54 +0000,Fred Petrossian,Male,Male,521,26
2465,Fri, 30 Sep 2005 17:34:49 +0000,Haitham Sabbah,Unknown,Male,56,2
24650,Wed, 02 May 2007 08:30:57 +0000,Amira Al Hussaini,Neutral,Female,100,1
24651,Wed, 02 May 2007 08:35:49 +0000,Amira Al Hussaini,Unknown,Female,16,1
24653,Wed, 02 May 2007 08:40:09 +0000,Amira Al Hussaini,Neutral,Female,76,1
2466,Fri, 30 Sep 2005 17:41:55 +0000,Haitham Sabbah,Unknown,Male,34,1
24671,Thu, 03 May 2007 08:44:26 +0000,Yaeli,Neutral,Female,1339,38
2468,Fri, 30 Sep 2005 17:50:39 +0000,Haitham Sabbah,Unknown,Male,27,1
24686,Wed, 02 May 2007 23:29:31 +0000,Fred Petrossian,Unknown,Male,88,1
2469,Fri, 30 Sep 2005 18:02:31 +0000,Haitham Sabbah,Unknown,Male,52,1
24702,Thu, 03 May 2007 09:10:10 +0000,Amira Al Hussaini,Neutral,Female,87,1
24703,Thu, 03 May 2007 09:14:08 +0000,Amira Al Hussaini,Male,Female,114,1
24704,Thu, 03 May 2007 09:17:28 +0000,Amira Al Hussaini,Unknown,Female,74,1
247044,Sat, 13 Aug 2011 21:46:57 +0000,Amira Al Hussaini,Neutral,Female,433,31
24706,Thu, 03 May 2007 09:23:39 +0000,Amira Al Hussaini,Female,Female,67,1
24708,Thu, 03 May 2007 09:32:15 +0000,Amira Al Hussaini,Unknown,Female,106,1
24709,Thu, 03 May 2007 09:34:44 +0000,Amira Al Hussaini,Neutral,Female,47,1
24710,Thu, 03 May 2007 09:39:57 +0000,Amira Al Hussaini,Unknown,Female,16,1
24712,Thu, 03 May 2007 09:44:15 +0000,Amira Al Hussaini,Neutral,Female,59,1
24713,Thu, 03 May 2007 09:46:56 +0000,Amira Al Hussaini,Unknown,Female,37,1
247142,Sun, 14 Aug 2011 08:10:11 +0000,Onnik Krikorian,Unknown,Male,55,1
247145,Sun, 14 Aug 2011 08:27:23 +0000,Onnik Krikorian,Neutral,Male,56,1
247160,Sun, 14 Aug 2011 12:28:16 +0000,Fred Petrossian,Unknown,Male,25,1
24725,Thu, 03 May 2007 13:46:59 +0000,sami ben gharbia,Neutral,Unknown,96,3
24736,Thu, 03 May 2007 21:29:01 +0000,sami ben gharbia,Neutral,Unknown,2236,56
247372,Mon, 15 Aug 2011 15:59:38 +0000,Fred Petrossian,Unknown,Male,42,1
24739,Thu, 03 May 2007 21:10:09 +0000,Fred Petrossian,Male,Male,47,1
2474,Sat, 01 Oct 2005 16:26:53 +0000,Mohamed Marwen Meddah,Male,Male,340,15
247478,Wed, 17 Aug 2011 08:35:40 +0000,Afef Abrougui,Unknown,Female,930,52
24749,Fri, 04 May 2007 06:30:22 +0000,Mohamed Nanabhay,Unknown,Male,89,3
24750,Fri, 04 May 2007 07:47:12 +0000,Amira Al Hussaini,Neutral,Female,81,1
24751,Fri, 04 May 2007 07:56:23 +0000,Amira Al Hussaini,Unknown,Female,87,3
24752,Fri, 04 May 2007 07:59:53 +0000,Amira Al Hussaini,Male,Female,134,1
24753,Fri, 04 May 2007 08:03:08 +0000,Amira Al Hussaini,Unknown,Female,103,1
247533,Tue, 16 Aug 2011 14:17:07 +0000,Jillian C. York,Neutral,Female,507,28
24754,Fri, 04 May 2007 08:06:02 +0000,Amira Al Hussaini,Unknown,Female,15,1
247542,Wed, 17 Aug 2011 08:39:30 +0000,Layal Al Khatib,Unknown,Unknown,34,1
247544,Wed, 17 Aug 2011 08:39:43 +0000,Layal Al Khatib,Male,Unknown,21,1
247546,Wed, 17 Aug 2011 08:38:54 +0000,Layal Al Khatib,Neutral,Unknown,40,1
24755,Fri, 04 May 2007 08:08:15 +0000,Amira Al Hussaini,Neutral,Female,72,1
247555,Tue, 16 Aug 2011 14:10:45 +0000,Moussa Bashir,Unknown,Male,52,1
247562,Tue, 16 Aug 2011 09:06:38 +0000,Onnik Krikorian,Unknown,Male,49,1
247571,Tue, 16 Aug 2011 14:09:39 +0000,Moussa Bashir,Female,Male,45,1
24758,Fri, 04 May 2007 09:36:04 +0000,sami ben gharbia,Unknown,Unknown,154,5
247595,Tue, 16 Aug 2011 14:07:25 +0000,Moussa Bashir,Male,Male,46,1
247620,Tue, 16 Aug 2011 14:07:50 +0000,Moussa Bashir,Female,Male,55,1
247650,Wed, 30 Nov -0001 00:00:00 +0000,Fred Petrossian,Unknown,Male,299,16
24782,Fri, 04 May 2007 20:10:40 +0000,Amira Al Hussaini,Neutral,Female,60,1
24783,Fri, 04 May 2007 20:15:12 +0000,Amira Al Hussaini,Male,Female,35,1
24785,Fri, 04 May 2007 20:17:43 +0000,Amira Al Hussaini,Neutral,Female,56,1
24788,Fri, 04 May 2007 20:20:06 +0000,Amira Al Hussaini,Neutral,Female,74,1
247883,Sun, 21 Aug 2011 20:29:32 +0000,Moussa Bashir,Unknown,Male,55,1
247948,Thu, 18 Aug 2011 21:16:16 +0000,Moussa Bashir,Male,Male,74,1
24795,Sat, 05 May 2007 11:56:57 +0000,Ayesha Saldanha,Neutral,Female,1119,65
248,Tue, 21 Jun 2005 00:48:13 +0000,Paul Frankenstein,Neutral,Male,1162,82
24803,Mon, 07 May 2007 10:27:46 +0000,Abdullatif AlOmar,Neutral,Male,1078,72
248053,Thu, 18 Aug 2011 06:05:01 +0000,Fred Petrossian,Unknown,Male,46,1
248124,Wed, 30 Nov -0001 00:00:00 +0000,Haifa Alrasheed,Neutral,Female,938,106
248150,Sun, 21 Aug 2011 13:44:56 +0000,Fozia Mohamed,Neutral,Female,1957,69
248151,Thu, 18 Aug 2011 21:03:22 +0000,Amira Al Hussaini,Unknown,Female,28,1
248153,Thu, 18 Aug 2011 21:04:38 +0000,Amira Al Hussaini,Unknown,Female,36,2
248155,Thu, 18 Aug 2011 21:05:47 +0000,Amira Al Hussaini,Unknown,Female,26,2
248157,Thu, 18 Aug 2011 21:06:38 +0000,Amira Al Hussaini,Neutral,Female,48,2
248160,Thu, 18 Aug 2011 21:07:35 +0000,Amira Al Hussaini,Male,Female,81,2
248163,Thu, 18 Aug 2011 21:08:40 +0000,Amira Al Hussaini,Unknown,Female,21,2
248169,Thu, 18 Aug 2011 21:55:33 +0000,Amira Al Hussaini,Neutral,Female,403,26
24817,Sat, 05 May 2007 21:26:02 +0000,Fred Petrossian,Unknown,Male,25,1
24818,Sat, 05 May 2007 21:31:08 +0000,Fred Petrossian,Unknown,Male,91,1
24821,Sat, 05 May 2007 23:05:39 +0000,sami ben gharbia,Unknown,Unknown,73,1
24822,Sun, 06 May 2007 12:50:00 +0000,Salam Adil,Neutral,Male,2891,108
248251,Sun, 28 Aug 2011 20:23:48 +0000,Tarek Amr,Neutral,Male,635,36
24833,Wed, 09 May 2007 13:59:09 +0000,Jillian C. York,Neutral,Female,1034,32
248470,Sat, 20 Aug 2011 19:08:21 +0000,Abdoulaye Bah,Male,Male,53,1
24849,Mon, 07 May 2007 10:34:04 +0000,Amira Al Hussaini,Male,Female,116,1
24850,Mon, 07 May 2007 10:41:30 +0000,Amira Al Hussaini,Neutral,Female,70,1
248508,Sat, 20 Aug 2011 21:13:57 +0000,Fred Petrossian,Unknown,Male,27,1
24851,Mon, 07 May 2007 10:47:54 +0000,Amira Al Hussaini,Male,Female,33,1
248527,Sun, 21 Aug 2011 11:40:48 +0000,Mona Kareem,Male,Female,592,27
24853,Mon, 07 May 2007 10:51:29 +0000,Amira Al Hussaini,Unknown,Female,41,1
24854,Mon, 07 May 2007 10:57:50 +0000,Amira Al Hussaini,Neutral,Female,103,1
24856,Mon, 07 May 2007 11:11:13 +0000,Amira Al Hussaini,Male,Female,27,1
24857,Mon, 07 May 2007 11:16:49 +0000,Amira Al Hussaini,Neutral,Female,109,1
24858,Mon, 07 May 2007 11:20:29 +0000,Amira Al Hussaini,Unknown,Female,28,1
248582,Wed, 07 Sep 2011 09:00:50 +0000,Hisham Almiraat,Neutral,Male,1009,31
248595,Sun, 21 Aug 2011 20:47:08 +0000,Amira Al Hussaini,Neutral,Female,319,75
248599,Sun, 21 Aug 2011 21:23:19 +0000,Amira Al Hussaini,Neutral,Female,305,23
24861,Mon, 07 May 2007 16:24:22 +0000,Amira Al Hussaini,Neutral,Female,2295,78
248611,Sun, 21 Aug 2011 22:25:32 +0000,Amira Al Hussaini,Neutral,Female,249,47
248614,Sun, 21 Aug 2011 22:46:30 +0000,Amira Al Hussaini,Neutral,Female,274,21
248708,Mon, 22 Aug 2011 18:14:55 +0000,Fred Petrossian,Unknown,Male,365,18
24873,Mon, 07 May 2007 13:17:16 +0000,sami ben gharbia,Unknown,Unknown,111,2
24874,Mon, 07 May 2007 16:27:51 +0000,Jillian C. York,Neutral,Female,597,19
2488,Sat, 01 Oct 2005 16:29:59 +0000,Ahmed Al-Omran,Male,Male,391,11
248886,Mon, 22 Aug 2011 21:59:19 +0000,Veronica Khokhlova,Unknown,Female,12,1
2489,Sun, 02 Oct 2005 13:51:15 +0000,Roba Al Assi,Neutral,Unknown,485,11
248988,Tue, 23 Aug 2011 16:16:12 +0000,Fred Petrossian,Unknown,Male,20,1
248995,Tue, 23 Aug 2011 16:53:32 +0000,Fred Petrossian,Unknown,Male,28,1
249,Tue, 21 Jun 2005 18:12:21 +0000,Rebecca MacKinnon,Neutral,Female,221,11
24915,Tue, 08 May 2007 03:21:35 +0000,Alice Backer,Unknown,Female,73,1
24922,Tue, 08 May 2007 07:18:34 +0000,Amira Al Hussaini,Unknown,Female,26,1
24923,Tue, 08 May 2007 07:22:11 +0000,Amira Al Hussaini,Unknown,Female,76,2
24924,Tue, 08 May 2007 07:26:48 +0000,Amira Al Hussaini,Unknown,Female,100,1
249249,Thu, 25 Aug 2011 09:46:54 +0000,Fred Petrossian,Neutral,Male,424,15
24925,Tue, 08 May 2007 07:30:56 +0000,Amira Al Hussaini,Male,Female,119,2
24926,Tue, 08 May 2007 07:35:06 +0000,Amira Al Hussaini,Female,Female,71,2
24927,Tue, 08 May 2007 07:40:47 +0000,Amira Al Hussaini,Neutral,Female,124,1
24928,Tue, 08 May 2007 07:44:44 +0000,Amira Al Hussaini,Neutral,Female,109,2
24929,Tue, 08 May 2007 07:48:29 +0000,Amira Al Hussaini,Neutral,Female,85,1
24930,Tue, 08 May 2007 07:56:56 +0000,Amira Al Hussaini,Neutral,Female,109,1
249300,Sat, 27 Aug 2011 11:05:24 +0000,Fozia Mohamed,Neutral,Female,637,37
24931,Tue, 08 May 2007 08:04:53 +0000,Amira Al Hussaini,Neutral,Female,93,1
249433,Sat, 27 Aug 2011 10:13:14 +0000,Layal Al Khatib,Unknown,Unknown,22,1
249452,Sat, 27 Aug 2011 10:10:34 +0000,Asteris Masouras,Unknown,Male,50,1
24947,Thu, 10 May 2007 01:26:46 +0000,Amira Al Hussaini,Neutral,Female,625,28
24948,Tue, 08 May 2007 15:36:02 +0000,sami ben gharbia,Female,Unknown,54,1
249528,Sat, 10 Sep 2011 08:25:40 +0000,Tarek Amr,Neutral,Male,839,54
24953,Tue, 08 May 2007 19:36:28 +0000,Fred Petrossian,Neutral,Male,86,2
24954,Tue, 08 May 2007 19:43:05 +0000,Fred Petrossian,Neutral,Male,85,1
249656,Sat, 27 Aug 2011 12:03:49 +0000,Nermeen Edrees,Neutral,Female,567,37
24971,Wed, 09 May 2007 13:53:50 +0000,Deborah Ann Dilley,Neutral,Female,1213,43
249729,Sat, 27 Aug 2011 10:12:47 +0000,Layal Al Khatib,Unknown,Unknown,28,1
249737,Mon, 05 Sep 2011 09:52:17 +0000,Thalia Rahme,Neutral,Female,1908,50
249764,Fri, 26 Aug 2011 10:43:21 +0000,Onnik Krikorian,Neutral,Male,1451,113
24980,Thu, 10 May 2007 23:35:11 +0000,Fred Petrossian,Neutral,Male,1433,47
24981,Wed, 09 May 2007 09:27:07 +0000,Amira Al Hussaini,Unknown,Female,30,1
24982,Wed, 09 May 2007 09:29:32 +0000,Amira Al Hussaini,Neutral,Female,115,1
24983,Wed, 09 May 2007 09:32:09 +0000,Amira Al Hussaini,Female,Female,99,1
24984,Wed, 09 May 2007 09:35:16 +0000,Amira Al Hussaini,Neutral,Female,92,2
24985,Wed, 09 May 2007 09:37:13 +0000,Amira Al Hussaini,Unknown,Female,21,1
24986,Wed, 09 May 2007 09:39:34 +0000,Amira Al Hussaini,Male,Female,56,1
249867,Tue, 30 Aug 2011 14:01:00 +0000,Alexey Sidorenko,Neutral,Male,993,40
24987,Wed, 09 May 2007 09:42:10 +0000,Amira Al Hussaini,Neutral,Female,78,1
24989,Mon, 21 May 2007 15:22:10 +0000,Amira Al Hussaini,Neutral,Female,499,43
24990,Wed, 09 May 2007 09:55:51 +0000,Amira Al Hussaini,Male,Female,123,7
24991,Wed, 09 May 2007 10:01:08 +0000,Amira Al Hussaini,Neutral,Female,151,2
24992,Wed, 09 May 2007 10:06:37 +0000,Amira Al Hussaini,Unknown,Female,72,1
24993,Wed, 09 May 2007 10:11:15 +0000,Amira Al Hussaini,Female,Female,111,1
250,Tue, 21 Jun 2005 20:44:20 +0000,Rebecca MacKinnon,Male,Female,128,7
2500,Mon, 03 Oct 2005 15:36:03 +0000,Haitham Sabbah,Unknown,Male,26,1
25011,Wed, 09 May 2007 20:09:48 +0000,sami ben gharbia,Neutral,Unknown,55,1
2502,Mon, 03 Oct 2005 15:46:37 +0000,Haitham Sabbah,Unknown,Male,109,1
25029,Thu, 10 May 2007 04:44:03 +0000,Amira Al Hussaini,Neutral,Female,73,1
250297,Sun, 28 Aug 2011 09:00:07 +0000,Fred Petrossian,Neutral,Male,393,28
25030,Thu, 10 May 2007 04:46:50 +0000,Amira Al Hussaini,Unknown,Female,46,1
25031,Thu, 10 May 2007 04:50:06 +0000,Amira Al Hussaini,Male,Female,99,1
25032,Thu, 10 May 2007 04:53:01 +0000,Amira Al Hussaini,Neutral,Female,74,2
25033,Thu, 10 May 2007 04:55:20 +0000,Amira Al Hussaini,Male,Female,110,1
25034,Thu, 10 May 2007 04:59:14 +0000,Amira Al Hussaini,Unknown,Female,51,1
25035,Thu, 10 May 2007 05:04:31 +0000,Amira Al Hussaini,Neutral,Female,70,1
250378,Sun, 28 Aug 2011 22:27:29 +0000,Mona Kareem,Neutral,Female,751,31
25038,Thu, 10 May 2007 09:04:56 +0000,samsoum,Neutral,Male,722,51
2504,Mon, 03 Oct 2005 15:57:18 +0000,Haitham Sabbah,Unknown,Male,76,1
250411,Mon, 29 Aug 2011 01:44:33 +0000,Oiwan Lam,Unknown,Female,34,1
25047,Thu, 10 May 2007 09:11:32 +0000,Amira Al Hussaini,Neutral,Female,83,1
2505,Mon, 03 Oct 2005 16:40:59 +0000,Haitham Sabbah,Unknown,Male,26,1
250675,Thu, 01 Sep 2011 17:24:57 +0000,Jamillah Knowles,Neutral,Female,693,49
250719,Tue, 30 Aug 2011 15:24:39 +0000,Fred Petrossian,Unknown,Male,49,1
250722,Wed, 31 Aug 2011 16:59:39 +0000,Tarek Amr,Neutral,Male,598,23
251,Wed, 22 Jun 2005 01:20:44 +0000,Paul Frankenstein,Neutral,Male,550,57
25102,Fri, 11 May 2007 07:56:16 +0000,Amira Al Hussaini,Neutral,Female,60,2
25104,Fri, 11 May 2007 07:58:17 +0000,Amira Al Hussaini,Unknown,Female,19,1
25105,Fri, 11 May 2007 08:00:42 +0000,Amira Al Hussaini,Unknown,Female,43,1
25106,Fri, 11 May 2007 08:06:00 +0000,Amira Al Hussaini,Unknown,Female,35,1
25107,Fri, 11 May 2007 08:09:40 +0000,Amira Al Hussaini,Unknown,Female,29,1
25108,Fri, 11 May 2007 08:11:53 +0000,Amira Al Hussaini,Female,Female,59,1
25109,Fri, 11 May 2007 08:17:03 +0000,Amira Al Hussaini,Neutral,Female,97,2
25110,Fri, 11 May 2007 08:19:32 +0000,Amira Al Hussaini,Neutral,Female,69,2
25111,Fri, 18 May 2007 20:08:46 +0000,Hamza Daoui,Neutral,Male,958,44
251261,Fri, 02 Sep 2011 09:26:25 +0000,Moussa Bashir,Neutral,Male,99,1
251300,Fri, 02 Sep 2011 09:28:30 +0000,Moussa Bashir,Unknown,Male,47,1
25133,Fri, 11 May 2007 18:07:00 +0000,Ayesha Saldanha,Neutral,Female,833,45
251385,Fri, 02 Sep 2011 20:40:32 +0000,Fred Petrossian,Unknown,Male,438,25
251401,Fri, 02 Sep 2011 16:19:43 +0000,Fred Petrossian,Unknown,Male,21,1
25150,Sat, 12 May 2007 08:25:58 +0000,Amira Al Hussaini,Neutral,Female,81,2
25152,Sat, 12 May 2007 08:29:51 +0000,Amira Al Hussaini,Unknown,Female,23,1
25153,Sat, 12 May 2007 08:34:07 +0000,Amira Al Hussaini,Neutral,Female,101,1
25154,Sat, 12 May 2007 08:37:27 +0000,Amira Al Hussaini,Male,Female,61,1
25155,Sat, 12 May 2007 08:41:41 +0000,Amira Al Hussaini,Neutral,Female,120,2
25156,Sat, 12 May 2007 08:47:57 +0000,Amira Al Hussaini,Neutral,Female,33,1
25157,Sat, 12 May 2007 08:53:24 +0000,Amira Al Hussaini,Neutral,Female,142,2
251570,Sat, 03 Sep 2011 17:57:48 +0000,Fred Petrossian,Unknown,Male,27,1
25158,Sat, 12 May 2007 08:57:16 +0000,Amira Al Hussaini,Unknown,Female,143,2
251582,Sat, 03 Sep 2011 19:35:38 +0000,Amira Al Hussaini,Neutral,Female,456,32
25159,Sat, 12 May 2007 09:04:55 +0000,Amira Al Hussaini,Unknown,Female,32,1
25160,Sat, 12 May 2007 09:11:08 +0000,Amira Al Hussaini,Neutral,Female,138,3
251608,Wed, 30 Nov -0001 00:00:00 +0000,Ruwayda Mustafah,Unknown,Female,438,16
25167,Sat, 12 May 2007 15:52:04 +0000,Abdullatif AlOmar,Neutral,Male,711,42
25172,Mon, 14 May 2007 12:47:39 +0000,Jillian C. York,Unknown,Female,627,29
25175,Sun, 13 May 2007 07:17:23 +0000,Amira Al Hussaini,Unknown,Female,165,6
25179,Sun, 13 May 2007 13:50:01 +0000,Salam Adil,Neutral,Male,400,53
25180,Sun, 13 May 2007 13:43:40 +0000,Yazan Badran,Neutral,Male,1458,49
25181,Sun, 13 May 2007 14:00:00 +0000,Moussa Bashir,Neutral,Male,1897,59
25188,Sun, 13 May 2007 20:11:15 +0000,Fred Petrossian,Unknown,Male,109,1
25189,Sun, 13 May 2007 20:26:00 +0000,Fred Petrossian,Male,Male,43,1
25190,Sun, 13 May 2007 20:42:30 +0000,Fred Petrossian,Female,Male,132,1
252,Wed, 22 Jun 2005 01:23:03 +0000,Rebecca MacKinnon,Unknown,Female,667,23
25205,Mon, 14 May 2007 06:45:27 +0000,Amira Al Hussaini,Unknown,Female,63,1
25206,Mon, 14 May 2007 06:55:16 +0000,Amira Al Hussaini,Unknown,Female,72,2
25208,Mon, 14 May 2007 07:04:50 +0000,Amira Al Hussaini,Female,Female,122,3
25209,Mon, 14 May 2007 07:15:56 +0000,Amira Al Hussaini,Unknown,Female,80,1
25210,Mon, 14 May 2007 07:20:57 +0000,Amira Al Hussaini,Unknown,Female,52,1
25211,Mon, 14 May 2007 07:22:54 +0000,Amira Al Hussaini,Unknown,Female,72,1
25212,Mon, 14 May 2007 07:27:09 +0000,Amira Al Hussaini,Unknown,Female,71,3
25213,Mon, 14 May 2007 07:32:27 +0000,Amira Al Hussaini,Neutral,Female,90,2
25218,Mon, 14 May 2007 09:58:58 +0000,Amira Al Hussaini,Neutral,Female,1322,46
252259,Tue, 06 Sep 2011 18:35:52 +0000,Amira Al Hussaini,Neutral,Female,637,43
25228,Mon, 14 May 2007 11:47:31 +0000,sami ben gharbia,Unknown,Unknown,143,4
252350,Wed, 07 Sep 2011 09:08:02 +0000,Hisham Almiraat,Unknown,Male,64,1
252422,Thu, 08 Sep 2011 21:13:25 +0000,Hisham Almiraat,Neutral,Male,402,27
252425,Wed, 07 Sep 2011 10:32:09 +0000,Amira Al Hussaini,Unknown,Female,49,1
25248,Mon, 14 May 2007 21:48:47 +0000,Fred Petrossian,Male,Male,54,1
252580,Fri, 09 Sep 2011 19:55:56 +0000,Hisham Almiraat,Male,Male,51,1
252662,Thu, 08 Sep 2011 12:33:57 +0000,Mona Kareem,Neutral,Female,883,37
252705,Thu, 08 Sep 2011 02:53:34 +0000,Juliana Rincón Parra,Unknown,Female,56,1
252710,Thu, 08 Sep 2011 05:44:22 +0000,Juliana Rincón Parra,Neutral,Female,598,27
25279,Tue, 15 May 2007 11:05:42 +0000,Yazan Badran,Male,Male,108,3
25284,Tue, 15 May 2007 23:25:51 +0000,Jillian C. York,Neutral,Female,271,3
2529,Tue, 04 Oct 2005 17:04:35 +0000,Ahmed Al-Omran,Unknown,Male,149,7
25295,Mon, 24 Sep 2007 07:57:23 +0000,Jennifer Brea,Unknown,Female,2762,131
252992,Tue, 13 Sep 2011 15:15:16 +0000,Thalia Rahme,Neutral,Female,674,29
